corpus,alias,alias_type,n_docs,probable_author,agreement,mean_confidence,meets_conservative,meets_balanced,also_possible,mean_sentiment_afinn,year_min,year_max
Womans_Exponent,M. F. C. M.,initials,1,Ellis R. Shipp,1.0,0.6885,False,True,,0.1284,1888.0,1888.0
Womans_Exponent,M. I. H.,initials,1,Helen Mar Whitney,1.0,0.8281,True,True,,-0.0148,1880.0,1880.0
Womans_Exponent,M. L. G.,initials,1,Lydia D. Alder,1.0,0.9465,True,True,,0.0582,1904.0,1904.0
Womans_Exponent,M. L. L.,initials,1,Mary Ellen Kimball,1.0,0.4927,False,False,,0.1367,1876.0,1876.0
Womans_Exponent,M. L. M.,initials,1,Lula Greene Richards,1.0,0.416,False,False,,0.269,1883.0,1883.0
Womans_Exponent,M. L. S.,initials,1,Emmeline B. Wells,1.0,0.7892,False,True,,0.0699,1889.0,1889.0
Womans_Exponent,M. P.,initials,1,Emily B. Spencer,1.0,0.3623,False,False,,0.1164,1876.0,1876.0
Womans_Exponent,M. R.,initials,1,Emmeline B. Wells,1.0,0.5838,False,True,,0.0966,1875.0,1875.0
Womans_Exponent,M. R. J.,initials,1,Emily Hill Woodmansee,1.0,0.9998,True,True,,0.0798,1886.0,1886.0
Womans_Exponent,M. S. C.,initials,1,L. M. Hewlings,1.0,0.4057,False,False,,0.0935,1874.0,1874.0
Womans_Exponent,M. W.,initials,1,Hannah T. King,1.0,0.3469,False,False,,0.0634,1877.0,1877.0
Womans_Exponent,M. Y. R.,initials,1,Lydia D. Alder,1.0,0.4212,False,False,,0.0558,1890.0,1890.0
Womans_Exponent,Marriage,pen name,1,Emmeline B. Wells,1.0,0.3096,False,False,,0.0987,1896.0,1896.0
Womans_Exponent,Meiklejohn,pen name,1,Zina D. H. Young,1.0,0.4856,False,False,,0.145,1877.0,1877.0
Womans_Exponent,N. C. D.,initials,1,Zina D. H. Young,1.0,0.5897,False,True,,0.082,1905.0,1905.0
Womans_Exponent,N. C. Y.,initials,1,Lydia D. Alder,1.0,0.5292,False,False,,0.0166,1880.0,1880.0
Womans_Exponent,O. H. W.,initials,1,Ellis R. Shipp,1.0,0.9252,True,True,,0.0711,1898.0,1898.0
Womans_Exponent,P. A. M.,initials,1,Helen Mar Whitney,1.0,0.8489,True,True,,-0.1229,1873.0,1873.0
Womans_Exponent,P. E. C.,initials,1,Eliza R. Snow,1.0,0.5543,False,True,,0.112,1900.0,1900.0
Womans_Exponent,P. H. Y.,initials,1,Lydia D. Alder,1.0,0.9574,True,True,,0.0862,1881.0,1881.0
Womans_Exponent,P. S. H.,initials,1,Zina D. H. Young,1.0,0.6639,False,True,,0.1246,1875.0,1875.0
Womans_Exponent,Plunket,pen name,1,Hannah T. King,1.0,0.7978,False,True,,0.1596,1880.0,1880.0
Womans_Exponent,R. A. S.,initials,1,Emmeline B. Wells,1.0,0.4064,False,False,,0.0427,1900.0,1900.0
Womans_Exponent,R. A. W.,initials,1,L. M. Hewlings,1.0,0.3237,False,False,,0.0268,1881.0,1881.0
Womans_Exponent,R. C. W.,initials,1,Emmeline B. Wells,1.0,0.2552,False,False,,0.1214,1883.0,1883.0
Womans_Exponent,R. F. S.,initials,1,Hannah T. King,1.0,0.8131,True,True,,0.1517,1878.0,1878.0
Womans_Exponent,R. M.,initials,1,Mary Ellen Kimball,1.0,0.9257,True,True,,0.0705,1875.0,1875.0
Womans_Exponent,R. R.,initials,1,Emmeline B. Wells,1.0,0.4294,False,False,,0.0945,1886.0,1886.0
Womans_Exponent,R. R. G.,initials,1,Emmeline B. Wells,1.0,0.4803,False,False,,0.0,1879.0,1879.0
Womans_Exponent,R. R. I.,initials,1,Lydia D. Alder,1.0,0.6436,False,True,,0.1212,1888.0,1888.0
Womans_Exponent,R. S. D.,initials,1,Emmeline B. Wells,1.0,0.9869,True,True,,0.047,1895.0,1895.0
Womans_Exponent,R. S. G.,initials,1,Lydia D. Alder,1.0,0.9258,True,True,,0.1423,1902.0,1902.0
Womans_Exponent,R. W. F.,initials,1,Mary Ann M. Pratt,1.0,0.5762,False,True,,0.0297,1887.0,1887.0
Womans_Exponent,R. W. S.,initials,1,Lydia D. Alder,1.0,0.4003,False,False,,0.0724,1886.0,1886.0
Womans_Exponent,S. A.,initials,1,Eliza R. Snow,1.0,0.5126,False,False,,0.0214,1878.0,1878.0
Womans_Exponent,S. A. C.,initials,1,M. J. Tanner,1.0,0.6551,False,True,,0.0538,1874.0,1874.0
Womans_Exponent,S. B. R.,initials,1,Mary Ellen Kimball,1.0,0.9663,True,True,,0.0253,1874.0,1874.0
Womans_Exponent,S. C. D.,initials,1,Zina D. H. Young,1.0,0.9123,True,True,,0.0823,1877.0,1877.0
Womans_Exponent,S. C. M.,initials,1,Emily Hill Woodmansee,1.0,0.7855,False,True,,0.0755,1894.0,1894.0
Womans_Exponent,S. E. P.,initials,1,Augusta Joyce Crocheron,1.0,0.8787,True,True,,0.1825,1896.0,1896.0
Womans_Exponent,S. F. A.,initials,1,Helen Mar Whitney,1.0,0.6708,False,True,,-0.0257,1885.0,1885.0
Womans_Exponent,S. F. R.,initials,1,M. J. Tanner,1.0,0.6759,False,True,,0.0331,1890.0,1890.0
Womans_Exponent,S. J. C.,initials,1,L. M. Hewlings,1.0,0.5145,False,False,,0.036,1900.0,1900.0
Womans_Exponent,S. J. J.,initials,1,Eliza R. Snow,1.0,0.4547,False,False,,0.052,1876.0,1876.0
Womans_Exponent,S. J. M.,initials,1,Emmeline B. Wells,1.0,0.9523,True,True,,0.0947,1890.0,1890.0
Womans_Exponent,S. K. G.,initials,1,Hannah T. King,1.0,0.6773,False,True,,0.1344,1874.0,1874.0
Womans_Exponent,S. L.,initials,1,Augusta Joyce Crocheron,1.0,0.879,True,True,,0.2288,1879.0,1879.0
Womans_Exponent,S. M. H.,initials,1,Emmeline B. Wells,1.0,0.971,True,True,,0.1196,1890.0,1890.0
Womans_Exponent,S. M. K.,initials,1,Hannah T. King,1.0,0.9637,True,True,,0.0831,1879.0,1879.0
Womans_Exponent,S. P.,initials,1,Emmeline B. Wells,1.0,0.7089,False,True,,-0.004,1889.0,1889.0
Womans_Exponent,S. P. G.,initials,1,Helen Mar Whitney,1.0,0.7555,False,True,,0.0909,1891.0,1891.0
Womans_Exponent,S. S.,initials,1,Mary Ann M. Pratt,1.0,0.3315,False,False,,0.0401,1878.0,1878.0
Womans_Exponent,S. T.,initials,1,Lydia D. Alder,1.0,0.3191,False,False,,-0.0101,1879.0,1879.0
Womans_Exponent,S. W. R.,initials,1,Emmeline B. Wells,1.0,0.7565,False,True,,0.019,1895.0,1895.0
Womans_Exponent,T. C. J.,initials,1,Emily B. Spencer,1.0,0.9254,True,True,,0.0754,1881.0,1881.0
Womans_Exponent,T. L. H.,initials,1,Helen Mar Whitney,1.0,0.6047,False,True,,0.1267,1885.0,1885.0
Womans_Exponent,U. C.,initials,1,Hannah T. King,1.0,0.4822,False,False,,0.1167,1883.0,1883.0
Womans_Exponent,W. H. B.,initials,1,Emmeline B. Wells,1.0,0.5996,False,True,,0.0375,1889.0,1889.0
Womans_Exponent,W. H. S.,initials,1,Helen Mar Whitney,1.0,0.5393,False,False,,0.0788,1879.0,1879.0
Womans_Exponent,W. J. L.,initials,1,Lydia D. Alder,1.0,0.9965,True,True,,0.1485,1902.0,1902.0
Womans_Exponent,W. R.,initials,1,Emmeline B. Wells,1.0,0.5217,False,False,,0.033,1889.0,1889.0
Womans_Exponent,Woodruff,pen name,1,Augusta Joyce Crocheron,1.0,0.9726,True,True,,0.0,1889.0,1889.0
Womans_Exponent,Y. L. M. I. A.,initials,1,Mary Ellen Kimball,1.0,0.3725,False,False,,0.128,1904.0,1904.0
Womans_Exponent,Z. D. H. Y.,initials,1,Zina D. H. Young,1.0,0.7243,False,True,,0.1173,1894.0,1894.0
