word,comparison,period_a,period_b,prt,apd,jsd,n_a,n_b
relief,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.13392895460128784,0.1356334090232849,0.021484990322405886,250,250
relief,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.12982356548309326,0.13112956285476685,0.02382116677177304,250,250
relief,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.12808597087860107,0.12894988059997559,0.019848605911201612,250,250
welfare,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.1721377968788147,0.17168903350830078,0.11828928775959702,96,250
welfare,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.17481189966201782,0.17289263010025024,0.07694240351244155,96,250
welfare,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.17626577615737915,0.17562150955200195,0.02233913294051517,250,250
war,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.1677829623222351,0.16931599378585815,0.06543035995345144,250,250
war,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.17143839597702026,0.1709752082824707,0.02161345195322628,250,250
war,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.16566169261932373,0.164561927318573,0.014058782701049558,250,250
service,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.18668609857559204,0.1860482096672058,0.0677888259943504,250,250
service,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.19440186023712158,0.19337356090545654,0.027878595536690736,250,249
service,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.19055628776550293,0.19025379419326782,0.07718280834402916,250,249
lesson,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.20744645595550537,0.20957189798355103,0.010593089553014533,250,250
lesson,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.20659220218658447,0.2071307897567749,0.010606292085903688,250,250
lesson,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.20533043146133423,0.2065030336380005,0.022548693430599353,250,250
mother,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.19419008493423462,0.19412946701049805,0.00962345178276917,250,250
mother,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.1962774395942688,0.19684231281280518,0.04181945589870064,250,250
mother,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.20129239559173584,0.20249074697494507,0.03966941545761926,250,250
home,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.20126861333847046,0.20018994808197021,0.0887991603042845,250,250
home,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.20516502857208252,0.20426297187805176,0.07304818646893148,250,250
home,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.1985531449317932,0.1984497308731079,0.007598639405252301,250,250
work,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.17388951778411865,0.17448711395263672,0.010906052102742276,250,250
work,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.17102789878845215,0.17109256982803345,0.03218913785238148,250,250
work,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.17043143510818481,0.1697567105293274,0.013975401489576334,250,250
sister,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.1874394416809082,0.1872609257698059,0.051949384984876924,250,250
sister,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.1832435131072998,0.18117910623550415,0.03584311027872207,250,250
sister,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.18294942378997803,0.18271923065185547,0.04249376999054841,250,250
nurse,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.175473153591156,0.175193190574646,0.018940485706084777,222,225
nurse,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.17882990837097168,0.17914605140686035,0.113883628728883,222,120
nurse,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.17574048042297363,0.1752762794494629,0.07585541514627096,225,120
charity,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.17987358570098877,0.17881155014038086,0.03644487864404877,250,166
charity,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.1759290099143982,0.1747812032699585,0.008957523051088552,250,177
charity,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.1717984676361084,0.17179828882217407,0.01585320076635824,166,177
duty,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.1863357424736023,0.18633371591567993,0.007939246707306776,250,219
duty,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.18326830863952637,0.18325579166412354,0.005298000390836895,250,187
duty,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.1856299638748169,0.18551355600357056,0.007058506190563485,219,187
woman,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.1823616623878479,0.18303024768829346,0.004326896632354343,250,249
woman,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.18012911081314087,0.1811571717262268,0.03148412379084388,250,249
woman,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.18135029077529907,0.18154561519622803,0.028386177245700493,249,249
family,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.17275112867355347,0.17339396476745605,0.017206752532474785,250,250
family,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.17211788892745972,0.17359411716461182,0.025500356408614432,250,249
family,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.17239052057266235,0.17320066690444946,0.008871339482249389,250,249
faith,1914-1920 vs 1921-1927,1914-1920,1921-1927,0.18506336212158203,0.18540942668914795,0.011748023432668939,250,250
faith,1914-1920 vs 1928-1934,1914-1920,1928-1934,0.18693530559539795,0.1880476474761963,0.01735343825979771,250,250
faith,1921-1927 vs 1928-1934,1921-1927,1928-1934,0.18652576208114624,0.18797481060028076,0.008636323004412354,250,250
