Publication,Author,Type,Byline articles,+Probable (bal),Total (bal),Mean sentiment,Years
Relief Society Magazine,"Debt, Mary E. Bergman",Full name,1,0,1,0.055,1969–1969
Relief Society Magazine,Decoration A. Fisher,Full name,1,0,1,0.025,1939–1939
Relief Society Magazine,Decorative Gifts,Full name,1,0,1,0.114,1965–1965
Relief Society Magazine,Decorators Joyce K. Mackabe,Full name,1,0,1,0.061,1959–1959
Relief Society Magazine,Dee Applegate,Full name,1,0,1,-0.004,1969–1969
Relief Society Magazine,Delaine W. Parmley,Full name,1,0,1,0.145,1943–1943
Relief Society Magazine,Delia Adams Leitner,Full name,1,0,1,0.075,1962–1962
Relief Society Magazine,Delores Arden,Full name,1,0,1,0.01,1970–1970
Relief Society Magazine,Delphia H. Cragun,Full name,1,0,1,0.028,1934–1934
Relief Society Magazine,Diane Houghton,Full name,1,0,1,0.063,1965–1965
Relief Society Magazine,Diane Whitelock,Full name,1,0,1,0.062,1966–1966
Relief Society Magazine,Dickies Etta S. Robbins,Full name,1,0,1,0.013,1946–1946
Relief Society Magazine,Dilworth Young,Full name,1,0,1,0.012,1963–1963
Relief Society Magazine,Dinners Emily H. Bennett,Full name,1,0,1,0.087,1947–1947
Relief Society Magazine,Diplomat Mildred A. Dawson,Full name,1,0,1,-0.012,1935–1935
Relief Society Magazine,Discussing Dr. Billie Hollingshead,Full name,1,0,1,0.055,1940–1940
Relief Society Magazine,Discussion Gweneth W. Gibbs,Full name,1,0,1,0.045,1918–1918
Relief Society Magazine,Donna Day,Full name,1,0,1,0.092,1954–1954
Relief Society Magazine,Donna M. Mecham,Full name,1,0,1,0.175,1920–1920
Relief Society Magazine,Dora Black,Full name,1,0,1,0.031,1963–1963
Relief Society Magazine,Dora H. Jacobs,Full name,1,0,1,0.052,1931–1931
Relief Society Magazine,Doris Feil,Full name,1,0,1,0.026,1949–1949
Relief Society Magazine,Doris Riter,Full name,1,0,1,0.024,1952–1952
Relief Society Magazine,Dorothy Boys Killian,Full name,1,0,1,0.049,1952–1952
Relief Society Magazine,Dorothy R. Salyer,Full name,1,0,1,0.046,1952–1952
Relief Society Magazine,Dorothy Scott,Full name,1,0,1,0.006,1964–1964
Relief Society Magazine,Dorothy Todd,Full name,1,0,1,0.017,1968–1968
Relief Society Magazine,Dorthea Newbold,Full name,1,0,1,0.046,1952–1952
Relief Society Magazine,Dott Sartori,Full name,1,0,1,0.106,1941–1941
Relief Society Magazine,"Dr, T. J. Howells",Full name,1,0,1,0.117,1942–1942
Relief Society Magazine,Dress Lillian H. Cannon,Full name,1,0,1,0.045,1918–1918
Relief Society Magazine,Drucilla S. Howard,Full name,1,0,1,0.036,1949–1949
Relief Society Magazine,Drusilla Ferree,Full name,1,0,1,-0.009,1963–1963
Relief Society Magazine,Dunford Widtsoe,Full name,1,0,1,0.061,1965–1965
Relief Society Magazine,Durham Peters,Full name,1,0,1,0.046,1966–1966
Relief Society Magazine,Dyer Joseph T. Bentley,Full name,1,0,1,0.053,1958–1958
Relief Society Magazine,E. Alan Pettit,Full name,1,0,1,0.016,1955–1955
Relief Society Magazine,E. Brienholt,Full name,1,0,1,0.064,1968–1968
Relief Society Magazine,E. C. C.,Initials only,1,0,1,0.036,1916–1916
Relief Society Magazine,E. Cannon Porter,Full name,1,0,1,0.048,1936–1936
Relief Society Magazine,E. Cottam,Full name,1,0,1,0.068,1944–1944
Relief Society Magazine,E. Feriante,Full name,1,0,1,-0.016,1964–1964
Relief Society Magazine,E. Heywood,Full name,1,0,1,0.09,1969–1969
Relief Society Magazine,E. I. Pulsipher,Full name,1,0,1,-0.031,1928–1928
Relief Society Magazine,E. Knowles,Full name,1,0,1,0.035,1938–1938
Relief Society Magazine,E. L. Roberts,Full name,1,0,1,0.095,1934–1934
Relief Society Magazine,E. Petersen,Full name,1,0,1,0.022,1963–1963
Relief Society Magazine,Earl Spafford,Full name,1,0,1,0.096,1963–1963
Relief Society Magazine,Easter Eggs,Full name,1,0,1,0.014,1966–1966
Relief Society Magazine,Easter Sylvia R. Grant,Full name,1,0,1,0.081,1935–1935
Relief Society Magazine,Echo Leslie S. Clark,Full name,1,0,1,0.163,1957–1957
Relief Society Magazine,Economically William F. Edwards,Full name,1,0,1,0.091,1957–1957
Relief Society Magazine,Edgar B. Brossard,Full name,1,0,1,0.084,1943–1943
Relief Society Magazine,Edgar Young,Full name,1,0,1,0.08,1964–1964
Relief Society Magazine,Edith Kaneko,Full name,1,0,1,0.083,1954–1954
Relief Society Magazine,Edna H. Day,Full name,1,0,1,0.045,1958–1958
Relief Society Magazine,Edna Rae Madsen,Full name,1,0,1,0.054,1952–1952
Relief Society Magazine,Edward H. Anderson,Full name,1,0,1,0.066,1928–1928
Relief Society Magazine,Edward J. Wood,Full name,1,0,1,0.037,1917–1917
Relief Society Magazine,Edward R. Tuttle,Full name,1,0,1,0.13,1945–1945
Relief Society Magazine,Edwin C. Bliss,Full name,1,0,1,0.261,1945–1945
Relief Society Magazine,Edwin F. Parry,Full name,1,0,1,0.062,1934–1934
Relief Society Magazine,Edwin H. Powers,Full name,1,0,1,0.056,1955–1955
Relief Society Magazine,Edwin Q. Cannon,Full name,1,0,1,-0.027,1947–1947
Relief Society Magazine,Edwin S. Flynn,Full name,1,0,1,0.031,1950–1950
Relief Society Magazine,"Efficiency"" Lucille C. Richards",Full name,1,0,1,0.074,1948–1948
Relief Society Magazine,Effie K. Driggs,Full name,1,0,1,-0.046,1960–1960
Relief Society Magazine,Eggertsen Paxman,Full name,1,0,1,0.054,1968–1968
Relief Society Magazine,Eighty Etta B. Cowles,Full name,1,0,1,0.045,1961–1961
Relief Society Magazine,Eileen Giberson,Full name,1,0,1,0.103,1966–1966
Relief Society Magazine,Eiray L. Christiansen,Full name,1,0,1,0.072,1970–1970
Relief Society Magazine,El Ray L. Christiansen,Full name,1,0,1,0.141,1946–1946
Relief Society Magazine,Elaine C. Nichols,Full name,1,0,1,0.082,1953–1953
Relief Society Magazine,Elaine Stirland Mckay,Full name,1,0,1,0.054,1963–1963
Relief Society Magazine,Elaine Whitelaw,Full name,1,0,1,0.044,1949–1949
Relief Society Magazine,Elderberries Rose G. Roundy,Full name,1,0,1,0.054,1934–1934
Relief Society Magazine,Elena Hassell Stanley,Full name,1,0,1,0.108,1953–1953
Relief Society Magazine,Elena Neale,Full name,1,0,1,0.05,1963–1963
Relief Society Magazine,Elfa J. Coulam,Full name,1,0,1,0.033,1937–1937
Relief Society Magazine,Eliza S. Crandell,Full name,1,0,1,0.097,1963–1963
Relief Society Magazine,Elizabeth C. Mccrimmon,Full name,1,0,1,0.041,1960–1960
Relief Society Magazine,Elizabeth Loefler,Full name,1,0,1,0.089,1968–1968
Relief Society Magazine,Elizabeth Macdougall,Full name,1,0,1,0,1959–1959
Relief Society Magazine,Elizabeth Molen,Full name,1,0,1,0.066,1966–1966
Relief Society Magazine,Elizabeth Oertle,Full name,1,0,1,0.08,1969–1969
Relief Society Magazine,Elizabeth Russell,Full name,1,0,1,0.068,1969–1969
Relief Society Magazine,Elizabeth Simon,Full name,1,0,1,-0.086,1967–1967
Relief Society Magazine,Elizabeth Terry Blair,Full name,1,0,1,0.034,1949–1949
Relief Society Magazine,Elizabeth Vesterfelt,Full name,1,0,1,0.053,1966–1966
Relief Society Magazine,Ellen Chadwick,Full name,1,0,1,0.055,1968–1968
Relief Society Magazine,Ellen Douglass Parker,Full name,1,0,1,0.099,1942–1942
Relief Society Magazine,Ellen Edmunds,Full name,1,0,1,0.003,1968–1968
Relief Society Magazine,Ellen Mckune,Full name,1,0,1,-0.005,1970–1970
Relief Society Magazine,Ellen Taylor,Full name,1,0,1,0.064,1931–1931
Relief Society Magazine,Eloise A. Mcclure,Full name,1,0,1,0.051,1923–1923
Relief Society Magazine,Elray L. Christiansen,Full name,1,0,1,0.016,1957–1957
Relief Society Magazine,Elsbeth Weiss,Full name,1,0,1,0.048,1966–1966
Relief Society Magazine,Elsie C. Carrol,Full name,1,0,1,0.041,1927–1927
Relief Society Magazine,Elsie E. Barratt,Full name,1,0,1,0.114,1927–1927
Relief Society Magazine,Elsie I. Barrett,Full name,1,0,1,-0.052,1935–1935
Relief Society Magazine,Elsie L. Parton,Full name,1,0,1,0,1934–1934
Relief Society Magazine,Elsie N. Chaney,Full name,1,0,1,0.044,1957–1957
Relief Society Magazine,Elva T. Cowley,Full name,1,0,1,0.081,1965–1965
Relief Society Magazine,Emergency Alice Morrey Bailey,Full name,1,0,1,0.004,1947–1947
Relief Society Magazine,Emily Hill Woodmansee,Full name,1,0,1,0.053,1919–1919
Relief Society Magazine,Emma C. Curtis Simons,Full name,1,0,1,0.049,1929–1929
Relief Society Magazine,Emma Mosheer,Full name,1,0,1,0.005,1932–1932
Relief Society Magazine,Emma Ray Mckay,Full name,1,0,1,0.1,1952–1952
Relief Society Magazine,"Emmeline B. Wells, Martha Horne Tingey, Louie B. Felt",Full name,1,0,1,0.127,1919–1919
Relief Society Magazine,Enough Vaunee T. Larson,Full name,1,0,1,0.041,1943–1943
Relief Society Magazine,Entertainment Emma A. Empey,Full name,1,0,1,0.073,1934–1934
Relief Society Magazine,Ernest L. Wilkinson,Full name,1,0,1,0.052,1952–1952
Relief Society Magazine,Essie M. Robinson,Full name,1,0,1,0.167,1949–1949
Relief Society Magazine,Esther L. Warburton,Full name,1,0,1,0.066,1951–1951
Relief Society Magazine,Esther Thomson,Full name,1,0,1,0,1967–1967
Relief Society Magazine,Ethel Chadwick,Full name,1,0,1,0,1967–1967
Relief Society Magazine,Ethel Jacobsen,Full name,1,0,1,0.074,1967–1967
Relief Society Magazine,Ethel Maturale,Full name,1,0,1,0.088,1966–1966
Relief Society Magazine,Ethel S. West,Full name,1,0,1,-0.017,1969–1969
Relief Society Magazine,Ethelyn M. Kincher,Full name,1,0,1,0.048,1955–1955
Relief Society Magazine,Ethelynn Keiser,Full name,1,0,1,0.087,1967–1967
Relief Society Magazine,Etta Robbins,Full name,1,0,1,0.112,1965–1965
Relief Society Magazine,Eunice Ravsten,Full name,1,0,1,0.077,1968–1968
Relief Society Magazine,Eva Carter,Full name,1,0,1,0,1957–1957
Relief Society Magazine,Eva M. R. Salway,Full name,1,0,1,0.108,1945–1945
Relief Society Magazine,Eva Ricks,Full name,1,0,1,0.034,1951–1951
Relief Society Magazine,"Eva Willes Wangsgaard, 439: Magnanimity, By Kathryn Kay",Full name,1,0,1,0.227,1965–1965
Relief Society Magazine,Eva Willes Wansgaard,Full name,1,0,1,0.153,1965–1965
Relief Society Magazine,Eva Willis Wangsgaard,Full name,1,0,1,0.078,1963–1963
Relief Society Magazine,"Evan Stephens, Words By S. Y. G.",Full name,1,0,1,0.034,1915–1915
Relief Society Magazine,Evans Smith,Full name,1,0,1,0.143,1970–1970
Relief Society Magazine,Eve Courtney E. Cottam,Full name,1,0,1,0.097,1945–1945
Relief Society Magazine,Evelyn Dorio,Full name,1,0,1,0.018,1956–1956
Relief Society Magazine,Evelyn Fjelsted,Full name,1,0,1,0,1964–1964
Relief Society Magazine,Evelyn H. Hughes,Full name,1,0,1,0.141,1962–1962
Relief Society Magazine,Evelyn Kidneigh,Full name,1,0,1,-0.075,1950–1950
Relief Society Magazine,Everything Olive C. Wehr,Full name,1,0,1,-0.004,1944–1944
Relief Society Magazine,Everywhere Lettie B. Rich,Full name,1,0,1,0.13,1937–1937
Relief Society Magazine,Evon W. Peterson,Full name,1,0,1,0.103,1949–1949
Relief Society Magazine,Example Mildred B. Eyring,Full name,1,0,1,0.04,1962–1962
Relief Society Magazine,Experience Nettie D. Bradford,Full name,1,0,1,0.068,1937–1937
Relief Society Magazine,Ezra C. Dalby,Full name,1,0,1,0.049,1933–1933
Relief Society Magazine,Ezra Taft Benson,Full name,1,0,1,0.094,1952–1952
Relief Society Magazine,F. Burton,Full name,1,0,1,0,1965–1965
Relief Society Magazine,F. Christensen,Full name,1,0,1,-0.003,1965–1965
Relief Society Magazine,F. Condry,Full name,1,0,1,0.035,1968–1968
Relief Society Magazine,F. Krambule,Full name,1,0,1,0.036,1964–1964
Relief Society Magazine,F. Kujala,Full name,1,0,1,0.079,1963–1963
Relief Society Magazine,F. Mountford,Full name,1,0,1,0.041,1921–1921
Relief Society Magazine,F. Stevens,Full name,1,0,1,0.03,1938–1938
Relief Society Magazine,F. Tuddenham,Full name,1,0,1,0.086,1969–1969
Relief Society Magazine,F. Whitney Byron Whitney,Full name,1,0,1,0.128,1931–1931
Relief Society Magazine,Face J. M. Barrie,Full name,1,0,1,0.008,1924–1924
Relief Society Magazine,Factory Eunice I. Gardner,Full name,1,0,1,0.052,1933–1933
Relief Society Magazine,Fae D. Dix,Full name,1,0,1,0.03,1950–1950
Relief Society Magazine,Faith Clifford E. Young,Full name,1,0,1,0.055,1954–1954
Relief Society Magazine,Fall Ruth M. Ostegar,Full name,1,0,1,0.092,1935–1935
Relief Society Magazine,Fancies Ethel C. Butt,Full name,1,0,1,0.001,1934–1934
Relief Society Magazine,Fancy Quilts,Full name,1,0,1,0.07,1965–1965
Relief Society Magazine,Fans Kathleen B. Nelson,Full name,1,0,1,0.084,1939–1939
Relief Society Magazine,Fay Knight Jones,Full name,1,0,1,0.062,1952–1952
Relief Society Magazine,"Fay Ollerton, M. A.",Full name,1,0,1,0.068,1927–1927
Relief Society Magazine,Fay Ottesen,Full name,1,0,1,0,1966–1966
Relief Society Magazine,Fern Rose Mcbride,Full name,1,0,1,0.029,1933–1933
Relief Society Magazine,Ferrel Christensen,Full name,1,0,1,0.104,1964–1964
Relief Society Magazine,Fess Parker,Full name,1,0,1,-0.036,1970–1970
Relief Society Magazine,Fetzer Wintch,Full name,1,0,1,0.061,1963–1963
Relief Society Magazine,Filindia S. Huff,Full name,1,0,1,0.033,1937–1937
Relief Society Magazine,Fingers G. W. Staker,Full name,1,0,1,0.092,1947–1947
Relief Society Magazine,Fireplace Bertha M. Walton,Full name,1,0,1,0.028,1961–1961
Relief Society Magazine,First Counselor,Full name,1,0,1,0.045,1970–1970
Relief Society Magazine,Fitzgerald Kennedy,Full name,1,0,1,0.024,1964–1964
Relief Society Magazine,Flag A. B. L.,Full name,1,0,1,0.018,1917–1917
Relief Society Magazine,Flapper S. L. Cheney,Full name,1,0,1,0.011,1924–1924
Relief Society Magazine,Fletcher Collins,Full name,1,0,1,0.046,1964–1964
Relief Society Magazine,Flock Theodore E. Curtis,Full name,1,0,1,0.002,1925–1925
Relief Society Magazine,Florence C. Williams,Full name,1,0,1,0.062,1965–1965
Relief Society Magazine,Florence Fairbanks,Full name,1,0,1,0.043,1933–1933
Relief Society Magazine,Flowers Nellie P. Elzenga,Full name,1,0,1,0,1935–1935
Relief Society Magazine,"Flowers"" Norma W. South",Full name,1,0,1,0.064,1954–1954
Relief Society Magazine,Folks Marie J. Maher,Full name,1,0,1,0.059,1937–1937
Relief Society Magazine,Food A. A. Hinckley,Full name,1,0,1,0.033,1922–1922
Relief Society Magazine,For Children,Full name,1,0,1,0.14,1969–1969
Relief Society Magazine,"Forever"" Gertrude R. Garff",Full name,1,0,1,0.064,1946–1946
Relief Society Magazine,Forth William R. Palmer,Full name,1,0,1,0.023,1944–1944
Relief Society Magazine,Fox Burton,Full name,1,0,1,0.065,1964–1964
Relief Society Magazine,Fran Dunford,Full name,1,0,1,0.043,1964–1964
Relief Society Magazine,Francelia Goddard,Full name,1,0,1,0.062,1953–1953
Relief Society Magazine,Frances Aveson Wiscomb,Full name,1,0,1,0.091,1949–1949
Relief Society Magazine,Frances Kolarik,Full name,1,0,1,0.04,1949–1949
Relief Society Magazine,Frances P. Reid,Full name,1,0,1,0.033,1953–1953
Relief Society Magazine,Frances Yost,Full name,1,0,1,0,1963–1963
Relief Society Magazine,Frank W. Asper,Full name,1,0,1,0.043,1937–1937
Relief Society Magazine,Franklin D. Roosevelt Passes,Full name,1,0,1,0.094,1945–1945
Relief Society Magazine,Fred W. Merrill,Full name,1,0,1,0.059,1923–1923
Relief Society Magazine,Frederick J. Pack,Full name,1,0,1,0.05,1935–1935
Relief Society Magazine,Free Agency,Full name,1,0,1,0.072,1970–1970
Relief Society Magazine,Friday Fay Tarlock,Full name,1,0,1,0.041,1948–1948
Relief Society Magazine,Friend Lovinia M. Wood,Full name,1,0,1,0.083,1934–1934
Relief Society Magazine,Friendship N. I. Butt,Full name,1,0,1,-0.081,1931–1931
Relief Society Magazine,From? Virginia B. Jacobsen,Full name,1,0,1,0.028,1937–1937
Relief Society Magazine,Fun Bazaar,Full name,1,0,1,0.078,1966–1966
Relief Society Magazine,Fund Nellie W. Neal,Full name,1,0,1,0.082,1948–1948
Relief Society Magazine,Funds Theodore V. Houser,Full name,1,0,1,0.054,1960–1960
Relief Society Magazine,G. Butler,Full name,1,0,1,0.112,1969–1969
Relief Society Magazine,G. Hansen,Full name,1,0,1,0.034,1963–1963
Relief Society Magazine,G. Larson,Full name,1,0,1,0.318,1968–1968
Relief Society Magazine,G. Smith,Full name,1,0,1,0.062,1938–1938
Relief Society Magazine,Galsworthy Lois V. Hales,Full name,1,0,1,0.046,1937–1937
Relief Society Magazine,Garden Garis V. Hunt,Full name,1,0,1,0.083,1937–1937
Relief Society Magazine,Gardner Ackerlind,Full name,1,0,1,0.051,1968–1968
Relief Society Magazine,Gates Edith Y. Booth,Full name,1,0,1,0.099,1939–1939
Relief Society Magazine,Gates Laura M. Jenkins,Full name,1,0,1,-0.038,1932–1932
Relief Society Magazine,Gene Prentice,Full name,1,0,1,0.024,1965–1965
Relief Society Magazine,Generai Features,Full name,1,0,1,0.08,1964–1964
Relief Society Magazine,Geneva H. Williams,Full name,1,0,1,0.08,1962–1962
Relief Society Magazine,Genevieve J. Vanwagenen,Full name,1,0,1,-0.029,1951–1951
Relief Society Magazine,George A. Smith,Full name,1,0,1,0.051,1932–1932
Relief Society Magazine,George Careless,Full name,1,0,1,0.118,1933–1933
Relief Society Magazine,George Eliot (mary Ann Evans) Briant S. Jacobs,Full name,1,0,1,0.083,1955–1955
Relief Society Magazine,George H. Palmer,Full name,1,0,1,0.076,1936–1936
Relief Society Magazine,Georges Seurat For,Full name,1,0,1,0.047,1969–1969
Relief Society Magazine,Georgiana Angell Millett,Full name,1,0,1,0.037,1932–1932
Relief Society Magazine,Gerrit De Jong,Full name,1,0,1,0.057,1947–1947
Relief Society Magazine,Gertrude Beck,Full name,1,0,1,0.037,1956–1956
Relief Society Magazine,Gertrude Keeler,Full name,1,0,1,0.066,1964–1964
Relief Society Magazine,Gertrude T. Kovan,Full name,1,0,1,0.042,1955–1955
Relief Society Magazine,Gertrude T. Koven,Full name,1,0,1,0.11,1957–1957
Relief Society Magazine,Gift Bazaar,Full name,1,0,1,0.086,1964–1964
Relief Society Magazine,Gift Coral J. Black,Full name,1,0,1,0.049,1932–1932
Relief Society Magazine,Gladys K. Wagner,Full name,1,0,1,0.104,1951–1951
Relief Society Magazine,Glen E. Perkins,Full name,1,0,1,0,1928–1928
Relief Society Magazine,Golden R. Buchanan,Full name,1,0,1,0.146,1950–1950
Relief Society Magazine,Gospel In,Full name,1,0,1,0.114,1965–1965
Relief Society Magazine,Grace Bassford,Full name,1,0,1,0.072,1970–1970
Relief Society Magazine,Grace D. Terrell,Full name,1,0,1,0.115,1946–1946
Relief Society Magazine,Grace Ferris,Full name,1,0,1,0.145,1970–1970
Relief Society Magazine,Grace O. Tuttle,Full name,1,0,1,-0.014,1944–1944
Relief Society Magazine,Grace Stanford,Full name,1,0,1,0.154,1969–1969
Relief Society Magazine,Grandma Esther H. Lamb,Full name,1,0,1,0.032,1960–1960
Relief Society Magazine,Grant To His Daughter,Full name,1,0,1,0.126,1936–1936
Relief Society Magazine,Grant To His Daughter Rachel,Full name,1,0,1,0.195,1936–1936
Relief Society Magazine,Greenwood Ruby W. Henderson,Full name,1,0,1,0.193,1937–1937
Relief Society Magazine,Greeting Cards,Full name,1,0,1,0.091,1966–1966
Relief Society Magazine,Gregory Peck,Full name,1,0,1,0.013,1966–1966
Relief Society Magazine,Gudrun Wathen,Full name,1,0,1,0.053,1965–1965
Relief Society Magazine,Guhler Sabin,Full name,1,0,1,0.019,1964–1964
Relief Society Magazine,H. Ballard,Full name,1,0,1,0.12,1967–1967
Relief Society Magazine,H. Beecher,Full name,1,0,1,0.066,1966–1966
Relief Society Magazine,H. Brewerton,Full name,1,0,1,0.063,1967–1967
Relief Society Magazine,H. Davidson,Full name,1,0,1,-0.081,1965–1965
Relief Society Magazine,H. Dern,Full name,1,0,1,0.204,1936–1936
Relief Society Magazine,H. Fryer,Full name,1,0,1,0.075,1938–1938
Relief Society Magazine,H. H. Ramsay,Full name,1,0,1,0.336,1933–1933
Relief Society Magazine,H. H. Ramsey,Full name,1,0,1,0.02,1933–1933
Relief Society Magazine,H. Hayward,Full name,1,0,1,0.158,1968–1968
Relief Society Magazine,H. L. Johnston,Full name,1,0,1,0.062,1923–1923
Relief Society Magazine,"H. Lester Smith, Secretary (for The First Part",Full name,1,0,1,0.015,1926–1926
Relief Society Magazine,H. Littlewood,Full name,1,0,1,-0.102,1968–1968
Relief Society Magazine,H. Marsh,Full name,1,0,1,0.13,1945–1945
Relief Society Magazine,H. Osborn,Full name,1,0,1,0.069,1941–1941
Relief Society Magazine,H. Roberts Called Home,Full name,1,0,1,0.019,1933–1933
Relief Society Magazine,H. Sharp,Full name,1,0,1,0.088,1964–1964
Relief Society Magazine,H. Singley,Full name,1,0,1,0.07,1964–1964
Relief Society Magazine,H. Vandenberg,Full name,1,0,1,0.065,1964–1964
Relief Society Magazine,H. Widtsoe,Full name,1,0,1,0.018,1939–1939
Relief Society Magazine,Hand Cora C. Ritchie,Full name,1,0,1,0.058,1929–1929
Relief Society Magazine,Hand Ivy W. Stone,Full name,1,0,1,0.002,1936–1936
Relief Society Magazine,Handicraft Shop,Full name,1,0,1,0.006,1965–1965
Relief Society Magazine,Hands Ether H. Lam,Full name,1,0,1,0.087,1962–1962
Relief Society Magazine,Hannah C. Ashby,Full name,1,0,1,0.104,1953–1953
Relief Society Magazine,Hanson D. Puthuff,Full name,1,0,1,0.077,1930–1930
Relief Society Magazine,Happiness Wilford D. Lee,Full name,1,0,1,0.097,1946–1946
Relief Society Magazine,Harmony Rachel B. Ballantyne,Full name,1,0,1,0.123,1946–1946
Relief Society Magazine,Harold Lundstrom,Full name,1,0,1,0.114,1968–1968
Relief Society Magazine,Harriett L. George,Full name,1,0,1,0.156,1952–1952
Relief Society Magazine,Harvest Time,Full name,1,0,1,0.088,1968–1968
Relief Society Magazine,Hassel Stanley,Full name,1,0,1,0.072,1968–1968
Relief Society Magazine,Hattie P. Mcgavin,Full name,1,0,1,0.031,1925–1925
Relief Society Magazine,Hawaiian Quilts,Full name,1,0,1,0.042,1965–1965
Relief Society Magazine,Hazel Cheesman,Full name,1,0,1,0.039,1963–1963
Relief Society Magazine,Hazel H. Greenwood,Full name,1,0,1,0.039,1931–1931
Relief Society Magazine,Hazel L. Dunford,Full name,1,0,1,-0.021,1915–1915
Relief Society Magazine,Hazel T. Latimer,Full name,1,0,1,0.122,1927–1927
Relief Society Magazine,Health Week,Full name,1,0,1,0.002,1964–1964
Relief Society Magazine,Heart Attack,Full name,1,0,1,0,1967–1967
Relief Society Magazine,Heart Courtney E. Cottam,Full name,1,0,1,-0.098,1945–1945
Relief Society Magazine,Heart Marguerite J. Griffin,Full name,1,0,1,-0.003,1944–1944
Relief Society Magazine,Heaven Donna T. Smart,Full name,1,0,1,0.099,1958–1958
Relief Society Magazine,Heber S. Cutler,Full name,1,0,1,0.087,1933–1933
Relief Society Magazine,Heirs Grace S. Cozzens,Full name,1,0,1,0.036,1945–1945
Relief Society Magazine,Heleh Lach,Full name,1,0,1,0.03,1963–1963
Relief Society Magazine,Helen C. Payne,Full name,1,0,1,0.047,1951–1951
Relief Society Magazine,Helen F. Parker,Full name,1,0,1,0.031,1962–1962
Relief Society Magazine,Helen Mrovka,Full name,1,0,1,0,1968–1968
Relief Society Magazine,Helen Nielson,Full name,1,0,1,0.01,1964–1964
Relief Society Magazine,Helen Romrell,Full name,1,0,1,0.092,1968–1968
Relief Society Magazine,Helen S. Gardner,Full name,1,0,1,0.091,1956–1956
Relief Society Magazine,Helen S. Martin,Full name,1,0,1,0.073,1950–1950
Relief Society Magazine,Helen Sue Isely,Full name,1,0,1,0.006,1963–1963
Relief Society Magazine,Henrietta B. Mcneely,Full name,1,0,1,-0.01,1962–1962
Relief Society Magazine,Henry E. Giles,Full name,1,0,1,0.026,1919–1919
Relief Society Magazine,Her Busy,Full name,1,0,1,0.074,1968–1968
Relief Society Magazine,Her Father,Full name,1,0,1,0.138,1968–1968
Relief Society Magazine,Her Life,Full name,1,0,1,0.066,1967–1967
Relief Society Magazine,Her Quilts,Full name,1,0,1,0.154,1966–1966
Relief Society Magazine,Her Years,Full name,1,0,1,0.083,1967–1967
Relief Society Magazine,Heritage Ann P. Nibley,Full name,1,0,1,0.099,1947–1947
Relief Society Magazine,Hibbard Eccles,Full name,1,0,1,0.111,1968–1968
Relief Society Magazine,Hilda V. Cameron,Full name,1,0,1,0.062,1954–1954
Relief Society Magazine,Hilde Wittemund,Full name,1,0,1,0.161,1949–1949
Relief Society Magazine,Hill Alyce O. Nelson,Full name,1,0,1,0.035,1956–1956
Relief Society Magazine,Hill Dott J. Sartori,Full name,1,0,1,0.094,1945–1945
Relief Society Magazine,Hilltops Pauline L. Jensen,Full name,1,0,1,0.016,1961–1961
Relief Society Magazine,Hinckley Willis E. Robison,Full name,1,0,1,0.063,1935–1935
Relief Society Magazine,His Glory,Full name,1,0,1,0.039,1970–1970
Relief Society Magazine,History J. M. Sjodahl,Full name,1,0,1,0.083,1927–1927
Relief Society Magazine,Hjordis Skollingsherg,Full name,1,0,1,0.056,1965–1965
Relief Society Magazine,Hobby? Beatrice E. Linford,Full name,1,0,1,0.081,1939–1939
Relief Society Magazine,Holiday Bazaar,Full name,1,0,1,0.026,1966–1966
Relief Society Magazine,Holiday Table,Full name,1,0,1,0.051,1964–1964
Relief Society Magazine,Holly B. Keddington,Full name,1,0,1,0.082,1934–1934
Relief Society Magazine,Holy Louis W. Maden,Full name,1,0,1,0.078,1961–1961
Relief Society Magazine,Home Evening,Full name,1,0,1,0,1967–1967
Relief Society Magazine,Home Tour,Full name,1,0,1,0.047,1965–1965
Relief Society Magazine,Home? George A. English,Full name,1,0,1,0.093,1927–1927
Relief Society Magazine,"Homes"" William R. Palmer",Full name,1,0,1,0.003,1944–1944
Relief Society Magazine,Homestead Olive C. Wehr,Full name,1,0,1,-0.028,1939–1939
Relief Society Magazine,Honorable Charles R. Mabey,Full name,1,0,1,0.075,1945–1945
Relief Society Magazine,Honored Marcia K. Howells,Full name,1,0,1,0.184,1943–1943
Relief Society Magazine,Hortense B. Robinson,Full name,1,0,1,0.064,1956–1956
Relief Society Magazine,Hose Thomas Graham,Full name,1,0,1,0.04,1963–1963
Relief Society Magazine,Hosiery Justin C. Stewart,Full name,1,0,1,0.024,1943–1943
Relief Society Magazine,Housekeeping Claire P. Dorius,Full name,1,0,1,0.045,1945–1945
Relief Society Magazine,Houtz Woolley,Full name,1,0,1,0.046,1965–1965
Relief Society Magazine,Howard S. Mcdonald,Full name,1,0,1,0.076,1946–1946
Relief Society Magazine,Howard T. Christensen,Full name,1,0,1,0.08,1944–1944
Relief Society Magazine,Human Marguerite J. Griffin,Full name,1,0,1,-0.008,1946–1946
Relief Society Magazine,Hummingbird Roy B. Mcclain,Full name,1,0,1,0.016,1955–1955
Relief Society Magazine,Humor Eleanor S. Muir,Full name,1,0,1,0.134,1935–1935
Relief Society Magazine,Hymn Adeline R. Ensign,Full name,1,0,1,-0.013,1935–1935
Relief Society Magazine,I. A. Fisher,Full name,1,0,1,0.059,1940–1940
