row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
13,5.904035995282852e-4,3.2760781445852476e-4,6.550458466645302e-4,0.0014081277984603097,8.654465828554008e-4,0.009651397465301461,0.0014387797031240553,5.598558398444515e-4,0.010249826989252524,0.65554823350824,0.08135888817735112,0.09947925005911437,0.0011912770624211682,0.007715628062740654,6.492820511463837e-4,0.11968858982721037,0.001479136106722106,0.007143223505564476
14,6.848267608830425e-4,4.4928035842311035e-4,0.0016837044088088063,0.0026464453774611273,0.0012620293782171863,0.0010168131749616234,0.0010987180976496187,2.3035928872393207e-4,0.01829844263096043,0.780177902065105,0.03670289611859758,0.017090836246547614,0.0010185536519757787,0.008375447128097048,3.351413038710873e-4,0.11966496074098437,0.0018669322881465062,0.007396710980586231
15,9.574855790853917e-4,0.004070309400731202,9.8218673569682e-4,0.0018262196342400832,5.884741330061888e-4,1.2887142991258588e-4,6.706888868974006e-4,3.1699778339636255e-5,7.185559060408772e-4,0.7531491354081521,0.005742939131468292,0.043594086930317744,1.6710514103979353e-4,0.001368241650252711,8.199761337757869e-4,0.09044880140733975,0.058022481492886885,0.03671274122081683
16,4.873371984061171e-4,4.1094715125203937e-4,0.5731187659015838,0.19849599057357628,0.0030119244339274587,7.558519380418341e-4,0.002917836304662968,0.006525281877558725,0.0019980437153931233,0.00585943994639554,0.044983540948506116,0.13813723049783372,0.005865091269855991,9.706575382773529e-4,0.0013354465179757028,0.0039068602747012295,0.0027576698737289893,0.008462084038322795
17,2.761360524407446e-4,2.3106112289276068e-4,4.982309234346589e-4,0.004043714891172219,3.954038783738751e-4,1.8468223679421353e-4,2.6641844479660735e-4,9.681549607712763e-5,3.606533405285722e-4,0.004334296128086854,0.002113527829363159,0.0030464740628168424,1.1774037411608038e-4,1.9491352955202016e-4,7.605158310690512e-4,0.0012583476311636627,0.9757050527855218,0.00611601544179991
18,0.736925983253773,0.01319656134510588,0.0017180357819444746,0.003086218844075847,0.008280297723652573,0.0019447102853058105,0.0020739322131882888,4.1195137038657447e-4,0.00661342808133863,0.024303427257119623,0.01504196260669434,0.09991899809215414,1.0238736723795805e-4,0.0011344841039079958,0.0018293071916895057,0.0036178097975939744,0.008998259345076007,0.07080224533975539
19,5.863046525055684e-4,5.26048842842016e-4,9.138999367524723e-4,0.0021008115267943956,7.143482989452763e-4,0.003857101102260305,0.004289681964655132,0.0016773654989722187,0.0030021926600427434,0.012562572001813373,0.07630585864164449,0.8665971575342281,0.002050861152101146,0.002091155082874218,0.0016115935249746904,0.008759810447863831,0.003450358948686323,0.008902878182043335
20,0.720616313926909,0.2707192142251392,5.108553164303886e-4,1.2061035396834179e-4,0.0023756323009661248,1.1151823115746158e-4,2.0194775989683427e-4,2.5656091316872907e-5,9.776052015254889e-4,1.8713973784234816e-4,5.019520960455175e-4,3.4186475825731007e-4,3.89183112716375e-6,1.245485600125873e-5,8.803827092929528e-4,9.456973639627333e-5,2.3234209239880214e-4,0.002086048775328631
21,0.0011978619317439111,3.5801286255343986e-4,0.0020670409246438797,0.033926614444347254,0.02127293446153762,0.007163618293994015,0.06870863522305523,0.004378799890702499,0.00544511997041429,0.6650048051994921,0.11726425836518682,0.044179596164225864,0.0026263229082086146,0.0054785944629844995,0.0017240801395540307,0.010826178169966366,0.001965677668158823,0.006411848919230743
22,0.002848348237247165,0.0010389163575480283,0.012898679388086951,0.004813103195162006,0.02213213300553546,0.009918694399617636,0.15746822014085954,0.0014244330579934468,0.07681038200156091,0.5372640215655685,0.060209647318712936,0.021401488156289842,0.0027131392689446914,0.01905865520905021,0.045417125073674534,0.0048854918329952896,0.0022436730791145806,0.017453848712038214
23,5.584423047657808e-4,5.389410804116694e-4,9.647290196763359e-4,0.0023670983263459136,0.001339482017004533,0.027604212499930312,0.004730441933103296,0.007415163583365994,0.003526902823126369,0.0157204612505805,0.24487345683341172,0.6652800667907544,0.0034088638195548778,0.003182445079710555,0.0015244367390099662,0.009909007474387247,0.0016447411726584035,0.005411107252202406
24,0.0075480553045851944,0.019382583720656293,0.005310689094868171,0.008737516621683155,0.030150479131402067,0.05242402700705152,0.01485325718478996,0.011028322250375784,0.38924834947581227,0.013285545935752072,0.08197781551515823,0.08545860436001285,0.007865389962326627,0.10714946651521032,0.09153803920786814,0.003971415999664568,0.001745223054625694,0.06832521965815734
