corpus_a,corpus_b,n_a,n_b,centroid_dist,overlap_auc,knn_mixing_a,knn_mixing_b,knn_neighbors
Relief_Society_Magazine,Womans_Exponent,19056,18223,0.04673945903778076,0.9473736875,0.20646865379233137,0.15277396696482468,15
