word,comparison,period_a,period_b,prt,apd,jsd,n_a,n_b
suffrage,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.18144547939300537,0.18077021837234497,0.02953091178989616,250,205
suffrage,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.17209726572036743,0.1720792055130005,0.004287928579415909,250,250
suffrage,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.17639434337615967,0.17697900533676147,0.022821960156930738,205,250
vote,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.19511562585830688,0.19586366415023804,0.09241365732834692,250,167
vote,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.18750512599945068,0.18808656930923462,0.021611851474027746,250,171
vote,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.19361627101898193,0.19361662864685059,0.04924870942435311,167,171
rights,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.156050443649292,0.1558140516281128,0.07598724829265152,250,158
rights,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.153977632522583,0.15387535095214844,0.07376457711751781,250,140
rights,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.1637921929359436,0.16379213333129883,0.008074872890228055,158,140
polygamy,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.07346999645233154,0.07346987724304199,0.01201527701539426,11,12
sister,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.17189174890518188,0.16958165168762207,0.06299476883810486,250,250
sister,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.17391502857208252,0.17276912927627563,0.05172172564416066,250,250
sister,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.1587662696838379,0.15597951412200928,0.023492667033689567,250,250
mother,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.19535112380981445,0.19418185949325562,0.018615993340339372,250,249
mother,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.19637411832809448,0.19394224882125854,0.021348655776300428,250,250
mother,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.19657349586486816,0.1961326003074646,0.026550827231029216,249,250
home,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.19431418180465698,0.1932268738746643,0.02741865967981189,250,250
home,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.19342142343521118,0.1919078826904297,0.013962348221841218,250,244
home,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.19504314661026,0.19524163007736206,0.038346066883482834,250,244
duty,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.1776772141456604,0.17927402257919312,0.014737293879759285,250,250
duty,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.18022865056991577,0.18169403076171875,0.007880025090749716,250,250
duty,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.17478424310684204,0.17629259824752808,0.005563995537475731,250,250
woman,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.1948913335800171,0.19391661882400513,0.08676855950628742,250,250
woman,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.192038893699646,0.1896769404411316,0.01717491685337372,250,250
woman,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.19064366817474365,0.18878614902496338,0.05758356752641333,250,250
calling,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.22535169124603271,0.22535163164138794,0.04441876751536232,108,111
calling,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.23419207334518433,0.23419195413589478,0.01800670143169823,108,98
calling,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.22999930381774902,0.22999924421310425,0.03322236160519206,111,98
temple,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.2099493145942688,0.2069699764251709,0.046165156372175636,250,249
temple,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.19952404499053955,0.19790828227996826,0.04438371225464356,250,250
temple,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.21005308628082275,0.2097911238670349,0.009043085386384394,249,250
priesthood,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.17223620414733887,0.17223626375198364,0.010690802747787845,114,118
priesthood,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.17661774158477783,0.17661786079406738,0.006584470155586135,114,98
priesthood,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.17416375875473022,0.17416369915008545,0.02173624457721271,118,98
work,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.17560845613479614,0.17659294605255127,0.044259036896990345,250,250
work,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.1714954376220703,0.17213302850723267,0.023261382640737065,250,250
work,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.17016208171844482,0.17073583602905273,0.020161367666309056,250,250
relief,1892-1898 vs 1899-1905,1892-1898,1899-1905,0.10501366853713989,0.10462695360183716,0.012323879034053966,250,250
relief,1892-1898 vs 1906-1912,1892-1898,1906-1912,0.11794769763946533,0.119864821434021,0.029838727706153388,250,249
relief,1899-1905 vs 1906-1912,1899-1905,1906-1912,0.11704164743423462,0.12030184268951416,0.025046771946226273,250,249
