row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15
65,0.0043552484585558816,0.004558292010350447,0.041008191584406196,0.002047819781147203,0.0031416388374735003,0.0019827386184620766,0.2431260277959748,0.24559687707151692,0.030995253812587314,0.38685555084776885,0.002208181362187489,0.006271656227801241,0.0014784249612619464,7.375917085876343e-4,0.025636506921918448
66,0.0618320439464185,0.002098027334600823,0.002082017359230971,0.018190625366570762,0.058914262431761684,0.01367700750378377,0.016700145948655997,0.558059758424379,0.0075757842611744106,0.00497030075562765,0.008113551718959063,0.0017975302078232218,0.231157979793965,0.002472271651496503,0.01235869329555223
67,0.017744438791790957,3.3993922845697403e-4,0.0012355252499513865,0.14247695411208106,0.5555414503410174,4.1979552402811744e-4,4.7822179420299447e-4,0.0023550205425314553,0.04476044581722899,0.003033094778429029,4.732583948685132e-4,1.2442874567646466e-4,0.2277499315687846,0.001075144310469566,0.00219235080048206
68,0.009582916128660418,0.010571399583967422,5.78461572639167e-4,0.002121992741009423,0.04737779963559833,0.0010019111828201439,8.262077188174276e-5,6.826725686106825e-4,0.20051950603383256,0.028899441304174097,7.435962366280619e-4,7.813784183003554e-4,0.26116713520013357,0.4342970950756118,0.0015920735461323423
69,0.0048338720806460015,0.027320702693886378,0.11603327328361991,0.0015160612941213791,0.002120005519903794,0.0106992731383194,0.002397268051507994,0.013932421634305449,0.015625732802434053,0.5674947366555263,0.08769372277060525,0.10974745165444821,0.0015024796451759948,0.0013419169358900942,0.037741081839609905
70,0.05102708703129925,1.9414211366180364e-4,0.0020018318859475266,0.4742994354653959,0.013030051783377955,0.0010848907170324699,0.09418048018067862,0.002702318639915992,0.008681295379727878,0.21198842590629838,3.807794720605621e-4,0.001190641331613973,0.002099659294426465,2.513469827053842e-4,0.1368876138158579
71,0.11886012780222197,0.0066540362272482795,0.0019865026459387394,9.186286558803553e-4,0.00797750102722543,0.007446256606945556,0.003843699243332,0.07745550432359863,0.015920153913216457,0.6445771283825499,0.015500979287693983,0.002768282185597389,0.0016135971614291873,3.791233443449145e-4,0.09409847919277713
72,4.997150799934288e-4,0.28208905480400986,3.457110000974558e-4,3.776757699071757e-5,4.3581521611522607e-4,0.7042110535428063,2.087664514205573e-4,0.0026618290104645217,0.0014977710950179295,0.005332636566782579,7.124660794699191e-4,7.331156999469068e-4,7.401371869763555e-5,7.501097052599965e-4,4.1017445292676106e-4
73,0.011417863133679375,0.0028094555443055652,0.12359638469769922,0.018214979312106555,0.01056574377506676,0.0019111610897945177,0.35156329838452505,0.2822727542264562,0.07477789910899847,0.09752444869202632,0.0011866314810276724,0.003206807296477359,0.010215393826477667,0.0013965241802213172,0.00934065525113756
74,0.0021579557911663417,0.37532898172766604,0.0017642425456679748,8.673471228175746e-4,0.002188403975011924,0.27969400588294646,0.0015659321530596777,0.3111299499443224,0.0030135709369252845,0.007092105316970895,0.004166679378590613,0.006897546345143123,8.41440891225933e-4,0.00215417477211745,0.0011376632163679762
75,0.014597035591581695,0.0012375316686682328,0.0036909001364672663,0.09320214544565454,0.8299011070624951,0.0019100126207473897,6.432072833465512e-4,0.007555307410575611,0.01806571673064661,0.007242024747707579,0.0011443935547957682,8.685751946974883e-4,0.010835088086795515,6.256349808419273e-4,0.008481319484979037
