docnum,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,doc_id,month.x,volume.x,year.x,filename.x,filename.y,volume.y,year.y,month.y
11,0.0013454887472227328,0.0181182419813825,9.167300733944866e-4,0.0023646265788461966,0.0014668340372235374,0.0041570028748102094,0.9563558510450955,0.001969456241472246,0.004106347286218122,0.009199421134334272,11,WE,Vol32,1903,WE_Vol32_1903_Issue1_011_ALPINE_STAKE.txt,WE_Vol32_1903_Issue1_011_ALPINE_STAKE.txt,Vol32,1903,WE
12,0.02222494407960675,0.07233906880418005,0.37869687169005495,0.34644253257663304,0.004171384817357416,4.830062677845204e-4,0.0027888859093572822,0.005751855338273622,0.003612237306604249,0.16348921321014798,12,WE,Vol32,1903,WE_Vol32_1903_Issue1_012_MRS_LOGAN_AND_CLARA_BARTON.txt,WE_Vol32_1903_Issue1_012_MRS_LOGAN_AND_CLARA_BARTON.txt,Vol32,1903,WE
13,0.005286751459547749,0.9509856171703589,0.004373439651475261,0.011280832461908277,0.0022715482624976317,0.0026089462598464816,0.0033092767957620447,0.014121443522583292,0.004001469838690254,0.001760674577330005,13,WE,Vol32,1903,WE_Vol32_1903_Issue1_013_SALT_LAKE_CITY_UTAH_JULY_1903.txt,WE_Vol32_1903_Issue1_013_SALT_LAKE_CITY_UTAH_JULY_1903.txt,Vol32,1903,WE
14,0.0028263953887153544,0.041681913390738325,0.05909966313142296,0.0058836422244760945,0.004064554235398839,8.36944476795855e-4,0.00487557004829832,0.0037272474516535947,0.004785200643972989,0.8722188690085277,14,WE,Vol32,1903,WE_Vol32_1903_Issue1_014_THE_NEW_VOLUME_THIRTY_TWO.txt,WE_Vol32_1903_Issue1_014_THE_NEW_VOLUME_THIRTY_TWO.txt,Vol32,1903,WE
15,0.4577161599919497,0.027902284269988066,0.003039677742147398,0.0018919696683537448,0.040454025827907886,0.006052087939947323,0.00917010390603484,0.004983555885042756,0.2965521330049853,0.15223800176364302,15,WE,Vol32,1903,WE_Vol32_1903_Issue1_015_IN_MEMORIAM.txt,WE_Vol32_1903_Issue1_015_IN_MEMORIAM.txt,Vol32,1903,WE
16,0.23246413986969997,0.008489494702652681,0.002005039923262641,9.16757983762821e-4,0.022041306873954433,0.011157997526470875,4.165837196670038e-4,0.7183397352400405,3.937569275726359e-4,0.0037751872329165243,16,WE,Vol32,1903,WE_Vol32_1903_Issue1_016_REUNION_THIRTEENTH_WARD_R_S.txt,WE_Vol32_1903_Issue1_016_REUNION_THIRTEENTH_WARD_R_S.txt,Vol32,1903,WE
17,0.14362686353169335,0.0371927558306497,0.004802696459933104,0.001961082018180334,0.1708593565151723,0.009942568723900183,0.0010728962246106272,0.6235548856113654,0.0017201204084808,0.005266774676013859,17,WE,Vol32,1903,WE_Vol32_1903_Issue1_017_BIRTHDAY_ANNIVERSARY.txt,WE_Vol32_1903_Issue1_017_BIRTHDAY_ANNIVERSARY.txt,Vol32,1903,WE
18,0.004418075553253566,0.04102856808081493,0.15430072251941537,0.004969130929958124,0.5448139366408642,0.001639250702563588,8.908994028645953e-4,0.23928990785398238,0.0045820784836818115,0.004067429832601693,18,WE,Vol32,1903,WE_Vol32_1903_Issue1_018_A_HAPPY_GATHERING.txt,WE_Vol32_1903_Issue1_018_A_HAPPY_GATHERING.txt,Vol32,1903,WE
19,0.0018336487533464616,0.01590135174804833,0.12684789554116857,0.5344396511681414,0.07452595968404482,0.0021249508655215078,9.154306479334718e-4,0.23832061096380563,5.59094191061445e-4,0.0045314064369280415,19,WE,Vol32,1903,WE_Vol32_1903_Issue1_019_INTERNATIONAL_PRESS_WOMEN.txt,WE_Vol32_1903_Issue1_019_INTERNATIONAL_PRESS_WOMEN.txt,Vol32,1903,WE
20,0.0057825394533087375,0.1273665670160746,0.01443660827629878,0.013621202109908649,0.04259655115054175,0.024284588368662333,0.017380007297202803,0.7439894408389266,0.0011850568031474638,0.009357438685928742,20,WE,Vol32,1903,WE_Vol32_1903_Issue1_020_EDITORIAL_NOTES.txt,WE_Vol32_1903_Issue1_020_EDITORIAL_NOTES.txt,Vol32,1903,WE
21,0.013407761978809286,0.0034038763184654664,0.003069480000719589,0.0023025596475489715,0.1061614791576847,0.03575892423800137,0.0032922284076068614,0.389340303372376,7.182814885835001e-4,0.4425451053902043,21,WE,Vol32,1903,WE_Vol32_1903_Issue1_021_HISTORY_OF_THE_RELIEF_SOCIETY.txt,WE_Vol32_1903_Issue1_021_HISTORY_OF_THE_RELIEF_SOCIETY.txt,Vol32,1903,WE
22,0.9616130406267493,0.018830674639443226,8.281596786848987e-4,9.796588059156493e-4,0.0026617443947425366,0.0032016790121774034,9.204581245729057e-4,0.005745367718061543,0.0029164862444898926,0.002302730755163037,22,WE,Vol32,1903,WE_Vol32_1903_Issue1_022_OBITUARIES.txt,WE_Vol32_1903_Issue1_022_OBITUARIES.txt,Vol32,1903,WE
23,0.9736774400261464,0.006014819767045095,7.145208533102373e-4,6.676515470682101e-4,0.003444145812793234,0.0035607931830712513,9.392228891145222e-4,0.004619368474645759,0.0034559793414185246,0.002906058105387021,23,WE,Vol32,1903,WE_Vol32_1903_Issue1_023_RESOLUTIONS_OF_RESPECT.txt,WE_Vol32_1903_Issue1_023_RESOLUTIONS_OF_RESPECT.txt,Vol32,1903,WE
24,0.978857745304497,0.0042721040360186,6.391969562135589e-4,4.996877879285252e-4,0.003466804375993928,0.002452806930198821,6.711117045851836e-4,0.0037571201509335726,0.0030943250119964774,0.002289097741634639,24,WE,Vol32,1903,WE_Vol32_1903_Issue1_024_MARY_ANN_GREEN.txt,WE_Vol32_1903_Issue1_024_MARY_ANN_GREEN.txt,Vol32,1903,WE
25,0.8781535030442317,0.052319156492460626,0.0017871875655592518,0.002871021507758398,0.0060883393155365065,0.02184220869445327,0.0035314450348932014,0.021415543959780337,0.0059007061691174175,0.006090888216209235,25,WE,Vol32,1903,WE_Vol32_1903_Issue1_025_RESOLUTIONS_OF_RESPECT_2.txt,WE_Vol32_1903_Issue1_025_RESOLUTIONS_OF_RESPECT_2.txt,Vol32,1903,WE
26,0.9802164756915281,0.0050403106851773655,5.355147614398873e-4,4.7294689729757605e-4,0.002587186751569786,0.0025081362310648654,6.165155943974967e-4,0.003540873773137944,0.0025573322882610156,0.0019247073261260995,26,WE,Vol32,1903,WE_Vol32_1903_Issue1_026_FANNY_CLAYSON_QUIGLY.txt,WE_Vol32_1903_Issue1_026_FANNY_CLAYSON_QUIGLY.txt,Vol32,1903,WE
27,0.5480897074429842,0.05040565607965391,0.025760544945864588,0.004501403056951951,0.014766827656495491,0.003583009133254409,0.004792517086327578,0.010794750307041584,0.3269923664890675,0.010313217802358865,27,WE,Vol32,1903,WE_Vol32_1903_Issue1_027_EXPONENT.txt,WE_Vol32_1903_Issue1_027_EXPONENT.txt,Vol32,1903,WE
28,0.9744773633957433,0.008332541685354633,5.82341352996141e-4,5.863760197522293e-4,0.0025800399509251825,0.0035770018849521357,6.492117688673153e-4,0.005358246078888328,0.0018871314081058584,0.0019697464544147026,28,WE,Vol32,1903,WE_Vol32_1903_Issue1_028_ELIZABETH_MAYHO.txt,WE_Vol32_1903_Issue1_028_ELIZABETH_MAYHO.txt,Vol32,1903,WE
29,0.9634137682968927,0.010156284356347736,9.324328884055676e-4,8.568290357468413e-4,0.003656537683603918,0.0045122952250640025,8.687661750074627e-4,0.01031759309993896,0.0025550909854859037,0.0027304022535068716,29,WE,Vol32,1903,WE_Vol32_1903_Issue1_029_RESOLUTIONS_OF_RESPECT_3.txt,WE_Vol32_1903_Issue1_029_RESOLUTIONS_OF_RESPECT_3.txt,Vol32,1903,WE
30,0.9201363234422526,0.004278114580863478,2.6893267026512313e-4,4.40181120621478e-4,0.0028111383121283942,0.054400255193534745,0.0015577340026464558,0.011370939484076251,0.0018626724860237936,0.0028737087075880077,30,WE,Vol32,1903,WE_Vol32_1903_Issue1_030_A_GOOD_WOMAN_CALLED_HOME.txt,WE_Vol32_1903_Issue1_030_A_GOOD_WOMAN_CALLED_HOME.txt,Vol32,1903,WE
31,0.0012125062564057308,0.03153972548882402,2.8566107019806036e-5,4.8816176522514446e-4,1.8544053709796976e-4,0.956224371347203,0.0022673719094995787,0.007305273814943064,2.067796415922917e-4,5.41803132189739e-4,31,WE,Vol32,1903,WE_Vol32_1903_Issue1_031_R_S_REPORTS.txt,WE_Vol32_1903_Issue1_031_R_S_REPORTS.txt,Vol32,1903,WE
32,0.011806681045695301,0.6155621744110864,0.006454717748837506,0.01235078228572885,0.006627181629091865,0.033774470687851346,0.004349856922482329,0.3032278849798406,0.0017138600266723054,0.004132390262713044,32,WE,Vol32,1903,WE_Vol32_1903_Issue1_032_ADDIE_LONGHURST_SEC.txt,WE_Vol32_1903_Issue1_032_ADDIE_LONGHURST_SEC.txt,Vol32,1903,WE
33,0.0011384435212146876,0.988600708403177,0.0010006607595407868,0.0030160143725806456,3.722365209594236e-4,5.225073565698795e-4,7.642639896705335e-4,0.003389170743466923,9.4038086392511e-4,2.5561346889492573e-4,33,WE,Vol32,1903,WE_Vol32_1903_Issue1_033_R_K_THOMAS_DRY_GOODS_CO.txt,WE_Vol32_1903_Issue1_033_R_K_THOMAS_DRY_GOODS_CO.txt,Vol32,1903,WE
34,0.0024627747205126327,0.05475920055522122,0.8827219812507554,0.01669563674355946,0.009735138567676492,2.5496370597225513e-4,0.00125246461538679,0.019549199652581395,0.006348257419328047,0.006220382769006021,34,WE,Vol32,1903,WE_Vol32_1903_Issue1_034_ART_NOTES.txt,WE_Vol32_1903_Issue1_034_ART_NOTES.txt,Vol32,1903,WE
35,0.3400192138665797,0.14256605948094722,0.0013485398213921175,0.004317865194595573,0.006079340854703229,0.4017673226048384,0.006589374051188627,0.08366670087710865,0.004307244464388983,0.009338338784257348,35,WE,Vol32,1903,WE_Vol32_1903_Issue1_035_ITEMS_FROM_SPRING_CITY.txt,WE_Vol32_1903_Issue1_035_ITEMS_FROM_SPRING_CITY.txt,Vol32,1903,WE
36,0.00425432835224365,0.957444463491315,0.0036257798594081184,0.010370997971216407,0.001795184098749444,0.0022854943593566463,0.0027415104498738963,0.013105425969608111,0.0029852550541770153,0.001391560394051987,36,WE,Vol32,1903,WE_Vol32_1903_Issue1_036_MARIA_M_JENSEN.txt,WE_Vol32_1903_Issue1_036_MARIA_M_JENSEN.txt,Vol32,1903,WE
37,0.06627383019445267,0.4237261947870362,0.07301534345179493,0.13648895316953363,0.019262151494187536,0.032577550006109325,0.007590741031160879,0.21460351858228277,0.013590189365744491,0.01287152791769706,37,WE,Vol32,1903,WE_Vol32_1903_Issue10_001_FRONT_MATTER.txt,WE_Vol32_1903_Issue10_001_FRONT_MATTER.txt,Vol32,1903,WE
38,0.0010815675065689238,0.0011905055547552913,0.0010777961017696867,1.920169087787764e-4,0.0017115532246619988,7.63383666474694e-5,0.0013245247764609625,6.558873186312068e-5,0.9919032764832686,0.0013768323452255189,38,WE,Vol32,1903,WE_Vol32_1903_Issue10_002_WHEN_THE_LILAC_COMES.txt,WE_Vol32_1903_Issue10_002_WHEN_THE_LILAC_COMES.txt,Vol32,1903,WE
39,0.040968173791891285,0.017943062794253336,9.5955460441596e-4,0.0049185326763295685,0.0020232993138001327,0.4466336213584562,0.002016651665440999,0.2318568481357452,3.433871716441539e-4,0.25233686848802317,39,WE,Vol32,1903,WE_Vol32_1903_Issue10_003_SALT_LAKE_STAKE_CONFERENCE.txt,WE_Vol32_1903_Issue10_003_SALT_LAKE_STAKE_CONFERENCE.txt,Vol32,1903,WE
40,0.006441664515078041,0.9403648748257998,0.005142306912750505,0.013577577227169995,0.0027101168462531477,0.0033091334994056983,0.004650729300855347,0.01689801058788749,0.004633720368946776,0.0022718659158530697,40,WE,Vol32,1903,WE_Vol32_1903_Issue10_004_AMELIA_F_WARDOUP_ACT_SEC.txt,WE_Vol32_1903_Issue10_004_AMELIA_F_WARDOUP_ACT_SEC.txt,Vol32,1903,WE
41,0.0014883063864721561,0.02096491660183515,0.5205293587563397,0.012496614438001064,0.003870583544110223,0.0011052741487543854,2.914564813932384e-4,0.4366194634249349,4.066664933768279e-4,0.002227359724782591,41,WE,Vol32,1903,WE_Vol32_1903_Issue10_005_PROGRAM_U_S_D_R_1904_1905.txt,WE_Vol32_1903_Issue10_005_PROGRAM_U_S_D_R_1904_1905.txt,Vol32,1903,WE
42,0.14183098834792948,0.10498404298342948,0.002829738216603263,0.0024233430272970246,0.006156077387162648,0.005792026271261139,0.06730195265877248,0.0029265234214004166,0.6582984732036494,0.0074568344824948824,42,WE,Vol32,1903,WE_Vol32_1903_Issue10_006_TO_EMMELINE_B_WELLS.txt,WE_Vol32_1903_Issue10_006_TO_EMMELINE_B_WELLS.txt,Vol32,1903,WE
43,0.010529077484912067,0.018025462735603088,0.7585268587296724,0.013899346653494772,0.03482993354687719,0.00131044432528956,0.09365428453710191,0.014253510997703212,0.013231060205425872,0.04174002078392015,43,WE,Vol32,1903,WE_Vol32_1903_Issue10_007_WOMEN_PHYSICIANS.txt,WE_Vol32_1903_Issue10_007_WOMEN_PHYSICIANS.txt,Vol32,1903,WE
44,0.006792587007980644,0.009405796020165056,0.33387938378995696,0.3970684783407998,0.21287790016212446,4.369805205089438e-4,0.005482258674591856,0.007320016393286352,0.005753245144479133,0.020983353946106963,44,WE,Vol32,1903,WE_Vol32_1903_Issue10_008_LADY_WARWICK_AND_DAUGHTER.txt,WE_Vol32_1903_Issue10_008_LADY_WARWICK_AND_DAUGHTER.txt,Vol32,1903,WE
45,0.006436661263405708,0.02727845294062747,0.22785700680759047,0.06566669491343186,0.1650409869107312,0.006925480767718397,0.0028532818248898626,0.47923785904041494,0.0021584153202611526,0.01654516021092899,45,WE,Vol32,1903,WE_Vol32_1903_Issue10_009_D_R_MEETINGS.txt,WE_Vol32_1903_Issue10_009_D_R_MEETINGS.txt,Vol32,1903,WE
46,0.005627628729472282,0.10543575714004781,0.21087527761353853,0.4639446726977572,0.18728711672945889,4.5823063354897967e-4,0.0011388118174610693,0.019040967335554913,0.0023034280659734213,0.0038881092371870524,46,WE,Vol32,1903,WE_Vol32_1903_Issue10_010_ROMAN_TEA_PARTY.txt,WE_Vol32_1903_Issue10_010_ROMAN_TEA_PARTY.txt,Vol32,1903,WE
47,0.0035234315608442405,0.9667793752852119,0.0029687316706718207,0.007975867011598232,0.00139765885593732,0.0016847884380308726,0.0022112868953364185,0.009693378636952047,0.0027213654189595085,0.0010441162264579345,47,WE,Vol32,1903,WE_Vol32_1903_Issue10_011_SALT_LAKE_CITY_UTAH.txt,WE_Vol32_1903_Issue10_011_SALT_LAKE_CITY_UTAH.txt,Vol32,1903,WE
48,0.005286751459547749,0.9509856171703589,0.004373439651475261,0.011280832461908277,0.0022715482624976317,0.0026089462598464816,0.0033092767957620447,0.014121443522583292,0.004001469838690254,0.001760674577330005,48,WE,Vol32,1903,WE_Vol32_1903_Issue10_012_SALT_LAKE_CITY_UTAH_MARCH_1904.txt,WE_Vol32_1903_Issue10_012_SALT_LAKE_CITY_UTAH_MARCH_1904.txt,Vol32,1903,WE
49,0.0019245608636002092,0.013682180085430788,0.1296434910343848,0.12376455700980943,0.006307203255178006,3.513552405193029e-4,0.007811339394636243,9.84660366488414e-4,0.26758358396569526,0.4479470687842576,49,WE,Vol32,1903,WE_Vol32_1903_Issue10_013_THE_WORLD_IN_TURMOIL.txt,WE_Vol32_1903_Issue10_013_THE_WORLD_IN_TURMOIL.txt,Vol32,1903,WE
50,0.0060699166559635065,0.0013344128176044118,0.003096866389927387,0.0010367211544384733,0.35440351039808293,0.0382587793520518,0.0013170924998564756,0.5195743872279314,6.163302237312645e-4,0.07429198328041217,50,WE,Vol32,1903,WE_Vol32_1903_Issue10_014_ANNUAL_MEETING_BANQUET_AND_BALL.txt,WE_Vol32_1903_Issue10_014_ANNUAL_MEETING_BANQUET_AND_BALL.txt,Vol32,1903,WE
51,0.009378432559725388,0.08639013801887145,0.10905609225258386,0.008969084869628182,0.5560317461290128,0.0034131978728431664,0.002103365588797322,0.20810850930260827,0.006931811840435096,0.009617621565494228,51,WE,Vol32,1903,WE_Vol32_1903_Issue10_015_FEBRUARY_29_1904.txt,WE_Vol32_1903_Issue10_015_FEBRUARY_29_1904.txt,Vol32,1903,WE
52,0.1157139391727249,0.021673665557508878,0.005959558991861689,0.0023627651290409044,0.6418494347501466,0.006783616585422342,0.0012823661657152814,0.19612577460689976,0.003094512514627684,0.005154366526052345,52,WE,Vol32,1903,WE_Vol32_1903_Issue10_016_AN_OLD_LADIES_PARTY.txt,WE_Vol32_1903_Issue10_016_AN_OLD_LADIES_PARTY.txt,Vol32,1903,WE
53,0.019495308342488332,0.0380050141874603,0.019821196358470777,0.00467757743923664,0.5794442608922102,0.008102870033549116,0.0017191787544596367,0.3172338113106976,0.0044576455753400175,0.007043137106087842,53,WE,Vol32,1903,WE_Vol32_1903_Issue10_017_BIRTHDAY_ANNIVERSARY.txt,WE_Vol32_1903_Issue10_017_BIRTHDAY_ANNIVERSARY.txt,Vol32,1903,WE
54,0.025096549934409615,0.006792224541065848,4.694215297986669e-4,0.0011045361590969005,0.002465757590941069,0.6634352452767405,0.035991557429413214,0.25789616056375275,4.6677907778224913e-4,0.006281767896999725,54,WE,Vol32,1903,WE_Vol32_1903_Issue10_018_R_S_REPORTS.txt,WE_Vol32_1903_Issue10_018_R_S_REPORTS.txt,Vol32,1903,WE
55,0.9866479719207242,0.0024826663941318423,3.2619423350098057e-4,2.723019004317503e-4,0.0016771545639077871,0.0022291263334477686,4.170159302943618e-4,0.002900215477372338,0.0016225381142928217,0.0014248151318959317,55,WE,Vol32,1903,WE_Vol32_1903_Issue10_019_RESOLUTIONS_OF_RESPECT.txt,WE_Vol32_1903_Issue10_019_RESOLUTIONS_OF_RESPECT.txt,Vol32,1903,WE
56,0.9032121862692946,0.003927150009780347,5.909835545726294e-4,6.514555001892261e-4,0.04475331792065958,0.02663404576291773,0.001311583113036323,0.012787538139024415,0.002004418306444762,0.004127321424080625,56,WE,Vol32,1903,WE_Vol32_1903_Issue10_020_IN_MEMORIAM.txt,WE_Vol32_1903_Issue10_020_IN_MEMORIAM.txt,Vol32,1903,WE
57,0.7498051305649438,0.008984429888167986,0.0023084965019158606,0.0010067269240118621,0.20434580821963044,0.0017252115179785205,0.0013150049448117627,0.004436106863063445,0.021135964880641407,0.004937119694835137,57,WE,Vol32,1903,WE_Vol32_1903_Issue10_021_OBITUARY.txt,WE_Vol32_1903_Issue10_021_OBITUARY.txt,Vol32,1903,WE
58,0.6328427499463916,0.297521752937503,0.004678412007086128,0.007519265322401073,0.007719842872930898,0.0077832664542140835,0.004059749498337518,0.021674584386017475,0.010561019125560508,0.005639357449557319,58,WE,Vol32,1903,WE_Vol32_1903_Issue10_022_LAURA_WHIPPLE_HOLDAWAY.txt,WE_Vol32_1903_Issue10_022_LAURA_WHIPPLE_HOLDAWAY.txt,Vol32,1903,WE
59,0.0014204103245495376,0.016511358346273285,0.0012041159556136988,0.0019197180359016223,0.0013381749020083204,0.005691252309914706,0.9534588052017714,0.003851400706174826,0.011272882776047932,0.0033318814417446583,59,WE,Vol32,1903,WE_Vol32_1903_Issue10_023_MOTHERS_WORK.txt,WE_Vol32_1903_Issue10_023_MOTHERS_WORK.txt,Vol32,1903,WE
60,9.582535208158186e-5,0.0012408301618642256,0.0018717649106419051,0.9944568391571897,2.9931305601172813e-4,9.978457295286654e-5,3.277640490681267e-4,4.1419307190242616e-4,6.150507155141421e-5,0.0011321805967356253,60,WE,Vol32,1903,WE_Vol32_1903_Issue10_024_THE_INTERNATIONAL_COUNCIL_OF.txt,WE_Vol32_1903_Issue10_024_THE_INTERNATIONAL_COUNCIL_OF.txt,Vol32,1903,WE
61,0.0011401052216665566,0.9885991123056799,9.933643777723057e-4,0.0029971909689406736,3.705234467380796e-4,5.2663097926157e-4,7.60456968968871e-4,0.0034264543064119538,9.331735631193266e-4,2.529878614412332e-4,61,WE,Vol32,1903,WE_Vol32_1903_Issue10_025_R_K_THOMAS_DRY_GOODS_CO.txt,WE_Vol32_1903_Issue10_025_R_K_THOMAS_DRY_GOODS_CO.txt,Vol32,1903,WE
62,0.002469069548897287,0.5820077504885962,0.009424577060440108,0.3840112763187823,0.0021413402376446707,0.0017392175415483636,0.004391939850186506,0.00861147005693791,0.0018733225095267005,0.003330036387439973,62,WE,Vol32,1903,WE_Vol32_1903_Issue10_026_CLASS_IN_MIDWIFERY.txt,WE_Vol32_1903_Issue10_026_CLASS_IN_MIDWIFERY.txt,Vol32,1903,WE
63,0.07315021619020123,0.5104495595323085,0.024971712844079584,0.06917549919555664,0.00649225545153728,0.013918455720638219,0.002573683739870145,0.29258281715091244,0.001914470908348374,0.004771329266547716,63,WE,Vol32,1903,WE_Vol32_1903_Issue11_001_FRONT_MATTER.txt,WE_Vol32_1903_Issue11_001_FRONT_MATTER.txt,Vol32,1903,WE
64,0.004838896034151367,0.004178081310128799,0.0027470169170912898,0.0013503166053897922,0.007270741101306259,0.002113825260714954,0.1327253418893115,6.222269397012578e-4,0.8189153330573715,0.025238220884833348,64,WE,Vol32,1903,WE_Vol32_1903_Issue11_002_TRUST.txt,WE_Vol32_1903_Issue11_002_TRUST.txt,Vol32,1903,WE
65,0.0017855600787905536,0.0016614786816187507,0.19577516815385934,0.0013021855665346837,0.13417183272331756,4.879094409029916e-5,0.0019832002148416983,6.194292915600301e-4,0.65030810765384,0.01234424669154707,65,WE,Vol32,1903,WE_Vol32_1903_Issue11_003_ENGLISH_CHURCHYARDS_AND_SOME.txt,WE_Vol32_1903_Issue11_003_ENGLISH_CHURCHYARDS_AND_SOME.txt,Vol32,1903,WE
66,0.005670877579038469,0.94707095462996,0.004720603671756239,0.012114818026128911,0.002494025848240706,0.002839942058419056,0.0035752303088857707,0.015257997898480051,0.004306863085419575,0.0019486868936709515,66,WE,Vol32,1903,WE_Vol32_1903_Issue11_004_LYDIA_D_ALDER.txt,WE_Vol32_1903_Issue11_004_LYDIA_D_ALDER.txt,Vol32,1903,WE
67,2.3827557978174592e-4,0.0047949493165544855,3.6780837025906165e-4,0.008986958328788208,3.382755040208681e-4,0.0013769557449934446,0.9804201106092268,6.106544868252105e-4,7.629962600367388e-4,0.0021030157995133927,67,WE,Vol32,1903,WE_Vol32_1903_Issue11_005_MOTHERS_WORK.txt,WE_Vol32_1903_Issue11_005_MOTHERS_WORK.txt,Vol32,1903,WE
68,0.0018892013261798091,0.0013986723877121316,9.878575323076153e-4,1.9669882833065985e-4,0.0018156497317098341,1.1108557240202015e-4,0.0013967025676099934,8.498074719376704e-5,0.9905491404602759,0.0015700108462781137,68,WE,Vol32,1903,WE_Vol32_1903_Issue11_006_LOVING_WORDS.txt,WE_Vol32_1903_Issue11_006_LOVING_WORDS.txt,Vol32,1903,WE
69,0.008485786257834473,0.004181949112237732,0.005267829518019979,0.05235890690574274,0.07383657260933793,0.2183385217709825,0.004966204607594998,0.06797947680523056,0.001369552809825663,0.5632151996031933,69,WE,Vol32,1903,WE_Vol32_1903_Issue11_007_NEW_YORK_LETTER.txt,WE_Vol32_1903_Issue11_007_NEW_YORK_LETTER.txt,Vol32,1903,WE
70,0.011321196059827659,0.0682779363362168,0.06431656697181921,0.5055591170476168,0.09683068524735748,0.0035797660466685955,0.0012145573272544113,0.24324237118949726,0.001160142597650588,0.004497661176090985,70,WE,Vol32,1903,WE_Vol32_1903_Issue11_008_D_R_MEETING.txt,WE_Vol32_1903_Issue11_008_D_R_MEETING.txt,Vol32,1903,WE
