word,comparison,period_a,period_b,prt,apd,jsd,n_a,n_b
suffrage,1872-1879 vs 1880-1887,1872-1879,1880-1887,0.15714621543884277,0.1546037197113037,0.011073952326934353,250,250
suffrage,1872-1879 vs 1888-1896,1872-1879,1888-1896,0.15598547458648682,0.15467625856399536,0.05335757204884636,250,250
suffrage,1880-1887 vs 1888-1896,1880-1887,1888-1896,0.1618524193763733,0.1594802737236023,0.031173233273153057,250,250
sister,1872-1879 vs 1880-1887,1872-1879,1880-1887,0.17207086086273193,0.17135244607925415,0.0930079616342672,250,250
sister,1872-1879 vs 1888-1896,1872-1879,1888-1896,0.1821933388710022,0.18387055397033691,0.0339224086023055,250,250
sister,1880-1887 vs 1888-1896,1880-1887,1888-1896,0.16220831871032715,0.1649448275566101,0.028354194974866402,250,250
