docnum,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,doc_id,month.x,volume.x,year.x,filename.x,filename.y,volume.y,year.y,month.y
11,0.0020222091186642686,5.362958341789032e-5,0.0016677136199730607,0.0016373174902739047,0.0014316690110231514,8.318166719409112e-4,0.613649423195734,0.002167621471517968,0.13992106971659915,0.0016843617994346581,0.178844780285821,2.4046558840599175e-4,0.04286404613406678,3.4040560839615345e-4,8.237280845027988e-4,0.0025156035073487532,4.0114426293009423e-4,0.002217624036821486,0.006106331599487136,5.790392136411017e-4,11,December,Vol1,1914,December_Vol1_02_GENEALOGY.txt,December_Vol1_02_GENEALOGY.txt,Vol1,1914,December
12,0.011705804120814133,7.605425496013759e-4,0.05592728242557891,0.003092192907603978,0.113604677874655,8.160171829348439e-4,0.00890400427730729,1.4583923905278872e-4,0.021283356029681167,0.004870759653893392,0.06375790573645122,2.2891045136737764e-4,0.5396461705484094,0.001985612960886729,0.1690221711824304,9.529609273376155e-4,6.127385698023897e-4,0.0011308108840291208,6.629741797305284e-4,8.89268298431979e-4,12,December,Vol1,1914,December_Vol1_03_HOME_ETHICS.txt,December_Vol1_03_HOME_ETHICS.txt,Vol1,1914,December
13,0.06694148590408497,7.641601444389825e-4,7.378021482261002e-4,0.0010237396868711544,0.0011753651874733188,2.2389088063680079e-4,0.009028100571748982,5.861339242741211e-4,0.0032622823288699413,0.004851448512759981,0.00814128937997633,0.0027069570024266026,0.09888532357522362,0.7442367060999568,0.0040415999669564115,0.0037625387661228914,0.046274691955965445,0.002527935348602702,2.9816962912765935e-4,5.303789862576069e-4,13,December,Vol1,1914,December_Vol1_04_HOME_ETHICS.txt,December_Vol1_04_HOME_ETHICS.txt,Vol1,1914,December
14,3.637637548483558e-4,0.8209146430847971,0.0017906041231794717,0.15449225284073648,3.6752608552354237e-4,0.0011191253352287988,5.042728827939683e-4,5.831001822717659e-5,4.980795545463638e-4,2.5760079784169676e-4,0.001669064412110044,5.022794076848667e-4,0.001626450914061356,2.1878829020858834e-4,4.2997929576163376e-4,0.0030396028447559065,0.009363552256086614,0.0015819062331897142,9.994430237509773e-4,2.0275484466712e-4,14,December,Vol1,1914,December_Vol1_05_LITERATURE.txt,December_Vol1_05_LITERATURE.txt,Vol1,1914,December
15,8.434209842955602e-4,1.5134123549648688e-4,3.289804113150345e-4,0.0015801219669604675,5.348435421010644e-4,7.744019151693923e-4,0.16627216974185152,0.276242080891535,0.0025476839692884943,0.1799735861349922,0.005280453565855471,0.001990814610619703,0.00565302292593045,0.004165356864006071,0.001010046164568309,0.19934220309373557,2.6174393395706543e-4,0.00159714434569769,0.15121940616130108,2.3117754132258558e-4,15,December,Vol1,1914,December_Vol1_99_ADVERTISERS.txt,December_Vol1_99_ADVERTISERS.txt,Vol1,1914,December
16,6.292706081323732e-5,6.820955299037402e-6,2.6517887276168167e-5,1.1834565508212974e-4,1.2850001644186944e-4,4.2419543744003134e-4,2.5754867154916737e-4,0.9940952265261263,2.6048474206476587e-4,4.394075125870035e-4,9.531468705623043e-5,3.998321637700545e-4,4.703482308490562e-4,3.4353701862249486e-4,4.6054364844840635e-5,8.662638546822025e-4,3.7743742672072895e-5,3.2613206424281135e-4,0.0015645967822596099,3.020262632150797e-5,16,February,Vol1,1914,February_Vol1_00_FRONT_MATTER.txt,February_Vol1_00_FRONT_MATTER.txt,Vol1,1914,February
17,9.564636114778303e-4,1.8898941777283665e-5,5.008010835418364e-4,0.00185618842069664,4.6726619208529107e-4,4.40416550900406e-4,0.0011309278792708802,0.45665570452043414,0.07864703311172289,0.001102617805543836,0.25451067006107514,4.373173033065221e-4,0.1161889181635167,1.5045319471480563e-4,8.623236175714634e-5,0.015363974896463788,2.1187732824581973e-4,0.0018450442332104888,0.06914804251586211,2.811518243957582e-4,17,February,Vol1,1914,February_Vol1_01_ADVERTISERS'_DIRECTORY.txt,February_Vol1_01_ADVERTISERS'_DIRECTORY.txt,Vol1,1914,February
18,0.005360950229276015,1.3579426867478707e-4,0.0032439969825171404,0.0023159905759076596,0.0014251622043492816,4.3755456688271177e-4,0.6209452342562416,0.001321829072110692,0.06219068062283935,0.011464628188636562,0.04868889707800721,5.168932089781372e-4,0.23108547558822107,8.594542244818218e-4,0.003082488703251328,0.003124006665386814,4.5241479902681915e-4,0.001949829889966983,8.841227503475652e-4,5.145961248968311e-4,18,February,Vol1,1914,February_Vol1_03_GENEALOGY.txt,February_Vol1_03_GENEALOGY.txt,Vol1,1914,February
19,7.396795629319208e-4,1.0817081269467699e-4,3.6121023861984214e-4,7.311741139587353e-4,4.03519632670974e-4,3.3170384161254195e-5,6.700327547435547e-4,3.6199775365845544e-4,0.0013454066571337597,0.03806906197383247,0.04841839091577907,0.005506554694521508,0.26601547641487844,0.6249915690190094,0.001573627477689089,0.008648934137336174,4.137398148024253e-4,0.001002259164091094,3.9721549007083187e-4,2.088089874162564e-4,19,February,Vol1,1914,February_Vol1_04_HOME_ETHICS.txt,February_Vol1_04_HOME_ETHICS.txt,Vol1,1914,February
20,3.7927619530181585e-4,1.3831353020382771e-5,3.806992956506569e-4,8.949002398909901e-4,1.954377023042464e-4,1.4541708318057528e-4,0.0020214940275667397,0.07831168645412447,0.07204153748394135,0.11535036442424021,0.4859293128115394,8.378515637465337e-4,0.0026978646223524885,9.393967703741521e-4,4.402859454345146e-4,0.19287180557131442,1.8699613600121437e-4,0.001653031978200996,0.04460200884314165,1.0680149867380212e-4,20,February,Vol1,1914,February_Vol1_99_ADVERTISERS.txt,February_Vol1_99_ADVERTISERS.txt,Vol1,1914,February
21,9.228979685496355e-5,1.0101709266851435e-5,4.2486081071719826e-5,1.9493244087218328e-4,1.5718707580063897e-4,6.485972031638978e-4,5.194103506372578e-4,0.9915035475538269,3.595180120804346e-4,6.175853898502558e-4,1.6823206885895075e-4,4.952427536790152e-4,6.024971786508354e-4,4.454416607543137e-4,6.279864770675647e-5,0.0012921643258944902,5.776260227153594e-5,5.299952354984783e-4,0.0021582045645902096,4.2005348670389776e-5,21,January,Vol1,1914,January_Vol1_00_FRONT_MATTER.txt,January_Vol1_00_FRONT_MATTER.txt,Vol1,1914,January
22,5.009102371285018e-5,3.558887464572137e-5,2.7988446242518933e-4,4.6078910148284006e-4,3.5769607009571413e-4,0.0015260991978144367,2.5556348023107067e-4,0.16079819322810573,7.257002248386067e-4,7.004574522912301e-4,8.19777028942722e-4,3.7551705688249206e-4,3.370976082091961e-4,2.825834050632482e-4,3.9984394160787385e-5,0.0010714121527651502,1.752476097809605e-4,7.451561006209075e-4,0.8308823507473361,8.081078059426927e-5,22,January,Vol1,1914,January_Vol1_01_ADVERTISERS'_DIRECTORY.txt,January_Vol1_01_ADVERTISERS'_DIRECTORY.txt,Vol1,1914,January
23,9.208078713500823e-4,8.217427975112575e-5,0.002197773902077822,9.202354807515326e-4,0.10259150149270144,4.875329346222225e-4,0.0024581284866580237,1.3577099312004514e-4,0.2815908444237577,6.577141807284811e-4,0.49474992664168455,9.952900112920548e-5,0.10583782003422298,3.1526262392025554e-4,0.002614896374354986,0.0010769490900250686,3.3505435819942373e-4,0.0010877782923575008,0.0013334405096890902,5.068590288981482e-4,23,January,Vol1,1914,January_Vol1_03_PRESIDENT'S_ADDRESS.txt,January_Vol1_03_PRESIDENT'S_ADDRESS.txt,Vol1,1914,January
24,0.003571780201889896,0.0032333506798377398,5.873696471952461e-4,0.030651957378678513,4.182726682516163e-4,4.5093566119929553e-4,0.04167941038223942,0.0019287026098204186,0.024074730168884572,0.015672189351528303,0.05570210151585186,0.003271915112080567,0.13019013824998338,0.003842732331554844,0.00199789566820711,0.3680879734767519,0.3063950468765213,0.004730884395880154,0.003007240510861888,5.053731127819429e-4,24,January,Vol1,1914,January_Vol1_04_SAMPLE_LESSON_FOR_THE_CURRENT_TOPIC.txt,January_Vol1_04_SAMPLE_LESSON_FOR_THE_CURRENT_TOPIC.txt,Vol1,1914,January
