doc_id,filename,Title,Author,Article_Type,volume_num,year,issue,dominant_topic,topic_label,proportion_pct,strong_exemplar
1216,WE_Vol36_1907_Issue5_006_OBEDIENCE.txt,OBEDIENCE.,WOMAN’S EXPONENT,Article,36,1907,5,1,Women's Religous Lessons & Study,44,TRUE
2182,WE_Vol40_1911_Issue5_013_THE_ROSE.txt,The Rose,Unknown,Article,40,1911,5,1,Women's Religous Lessons & Study,43.9,TRUE
2225,WE_Vol40_1911_Issue7_006_IDA_HUNT_UDALL.txt,IDA HUNT UDALL.,Unknown,Article,40,1911,7,1,Women's Religous Lessons & Study,43.5,TRUE
261,WE_Vol32_1903_Issue7_009_CHRISTMAS_GATHERINGS.txt,CHRISTMAS GATHERINGS.,Unknown,Article,32,1903,7,1,Women's Religous Lessons & Study,43.2,TRUE
466,WE_Vol33_1904_Issue3_035_OUT_OF_THE_CRUCIAL.txt,OUT OF THE CRUCIAL.,MABELLE BIGGART,Article,33,1904,3,1,Women's Religous Lessons & Study,43.2,TRUE
832,WE_Vol34_1905_Issue8_013_HEART_OF_MY_HEART.txt,Heart of My Heart,Unknown,Article,34,1905,8,1,Women's Religous Lessons & Study,42.3,TRUE
1215,WE_Vol36_1907_Issue5_005_A_BIRTHDAY_GREETING.txt,A BIRTHDAY GREETING.,L. D. A,Article,36,1907,5,1,Women's Religous Lessons & Study,42.1,TRUE
2177,WE_Vol40_1911_Issue5_008_OPPORTUNITY.txt,OPPORTUNITY.,Unknown,Article,40,1911,5,1,Women's Religous Lessons & Study,41.8,TRUE
425,WE_Vol33_1904_Issue2_031_LECTURE_VI.txt,LECTURE VI.,"GRACE T. ANDERSON,",Article,33,1904,2,1,Women's Religous Lessons & Study,40.6,TRUE
775,WE_Vol34_1905_Issue6_004_IDEALISM_OF_THE_HOME.txt,IDEALISM OF THE HOME.,Unknown,Article,34,1905,6,1,Women's Religous Lessons & Study,40.2,TRUE
641,WE_Vol33_1904_Issue9_058_WASATCH_STAKE.txt,WASATCH STAKE.,WOMAN’S EXPONENT,Article,33,1904,9,1,Women's Religous Lessons & Study,40,TRUE
1450,WE_Vol37_1908_Issue6_002_PROHIBITION.txt,PROHIBITION.,Unknown,Article,37,1908,6,1,Women's Religous Lessons & Study,39.8,FALSE
2253,WE_Vol40_1911_Issue8_016_PUBLIC_HEALTH.txt,PUBLIC HEALTH.,Unknown,Article,40,1911,8,1,Women's Religous Lessons & Study,39.7,FALSE
2388,WE_Vol41_1912_Issue2_007_THE_MOTHERS_PARADISE.txt,THE MOTHERS' PARADISE.,Unknown,Article,41,1912,2,1,Women's Religous Lessons & Study,39.6,FALSE
1038,WE_Vol35_1906_Issue7_010_MOTHERS_WORK.txt,MOTHERS’ WORK.,Unknown,Article,35,1906,7,1,Women's Religous Lessons & Study,38.8,FALSE
2431,WE_Vol41_1912_Issue3_020_SELF_SACRIFICE.txt,SELF-SACRIFICE.,Unknown,Article,41,1912,3,1,Women's Religous Lessons & Study,38.7,FALSE
1190,WE_Vol36_1907_Issue4_005_R_S_LECTURE_TO_MOTHERS.txt,R.S. LECTURE TO MOTHERS.,Unknown,Article,36,1907,4,1,Women's Religous Lessons & Study,35.5,FALSE
653,WE_Vol34_1905_Issue1_003_ANNIVERSARY_CELEBRATION_AT.txt,ANNIVERSARY CELEBRATION AT,MARY E. SHEPHERD ASHWORTH,Article,34,1905,1,1,Women's Religous Lessons & Study,35,FALSE
91,WE_Vol32_1903_Issue12_005_DISCIPLINE_AND_DEVELOPMENT.txt,DISCIPLINE AND DEVELOPMENT.,Unknown,Article,32,1903,12,1,Women's Religous Lessons & Study,33.7,FALSE
1362,WE_Vol37_1908_Issue2_006_A_BLESSING_PENNED_LONG_AGO.txt,A BLESSING PENNED LONG AGO.,Unknown,Article,37,1908,2,1,Women's Religous Lessons & Study,33.3,FALSE
2127,WE_Vol40_1911_Issue3_006_A_TALK_ON_CHILDREN.txt,A TALK ON CHILDREN.,Unknown,Article,40,1911,3,1,Women's Religous Lessons & Study,33.1,FALSE
2564,WE_Vol41_1912_Issue9_016_IDOLS.txt,IDOLS.,Unknown,Article,41,1912,9,1,Women's Religous Lessons & Study,33,FALSE
1420,WE_Vol37_1908_Issue4_021_ESSAY_ON_PRAYER.txt,ESSAY ON PRAYER.,Unknown,Article,37,1908,4,1,Women's Religous Lessons & Study,32.7,FALSE
1506,WE_Vol37_1908_Issue8_004_THE_STATUE_OF_QUEEN_LOUISE.txt,THE STATUE OF QUEEN LOUISE.,Unknown,Article,37,1908,8,1,Women's Religous Lessons & Study,32.5,FALSE
1390,WE_Vol37_1908_Issue3_013_TESTIMONIAL.txt,Testimonial,Unknown,Article,37,1908,3,1,Women's Religous Lessons & Study,32.4,FALSE
2513,WE_Vol41_1912_Issue7_010_MOTHER_S_DAY_IN_MAY_TIME.txt,MOTHER’S DAY IN MAY TIME.,Unknown,Article,41,1912,7,1,Women's Religous Lessons & Study,31.1,FALSE
1314,WE_Vol36_1907_Issue9_005_A_BOOK_OF_VERSE.txt,A BOOK OF VERSE.,Unknown,Poetry,36,1907,9,1,Women's Religous Lessons & Study,30.9,FALSE
1733,WE_Vol38_1909_Issue7_019_THY_WILL_BE_DONE.txt,“THY WILL BE DONE.”,Unknown,Article,38,1909,7,1,Women's Religous Lessons & Study,29.5,FALSE
2472,WE_Vol41_1912_Issue5_014_HOME_SOCIALS.txt,Home Socials,Unknown,Article,41,1912,5,1,Women's Religous Lessons & Study,27.4,FALSE
2315,WE_Vol41_1912_Issue12_003_JOSEPH_SEER_REVELATOR_PROPHET.txt,"JOSEPH—SEER, REVELATOR, PROPHET","the necessity of the age, to divert the",Article,41,1912,12,1,Women's Religous Lessons & Study,26,FALSE
2258,WE_Vol40_1911_Issue8_021_EDNA_MAY_DAVIS.txt,EDNA MAY DAVIS.,WOMAN’S EXPONENT,Article,40,1911,8,1,Women's Religous Lessons & Study,22.7,FALSE
2224,WE_Vol40_1911_Issue7_005_EMMELINE_B_WELLS_LIT_D_2.txt,"EMMELINE B. WELLS, LIT. D.",Unknown,Article,40,1911,7,1,Women's Religous Lessons & Study,22.5,FALSE
2162,WE_Vol40_1911_Issue4_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,"President Pace, reporting the stake work",Relief Society Report,40,1911,4,2,Relief Society Conference Reports,98.9,TRUE
1175,WE_Vol36_1907_Issue3_021_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,36,1907,3,2,Relief Society Conference Reports,98.8,TRUE
1817,WE_Vol39_1910_Issue1_024_R_S_REPORTS_2.txt,R. S. REPORTS.,Unknown,Relief Society Report,39,1910,1,2,Relief Society Conference Reports,98.7,TRUE
2111,WE_Vol40_1911_Issue2_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,40,1911,2,2,Relief Society Conference Reports,98.5,TRUE
1623,WE_Vol38_1909_Issue3_018_YELLOWSTONE_STAKE.txt,YELLOWSTONE STAKE.,"MARY E. BROWER,",Article,38,1909,3,2,Relief Society Conference Reports,98.3,TRUE
373,WE_Vol33_1904_Issue11_013_R_S_REPORTS_2.txt,R. S. REPORTS.,Unknown,Relief Society Report,33,1904,11,2,Relief Society Conference Reports,98.2,TRUE
2062,WE_Vol40_1911_Issue1_022_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,40,1911,1,2,Relief Society Conference Reports,98.2,TRUE
604,WE_Vol33_1904_Issue9_021_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,33,1904,9,2,Relief Society Conference Reports,98,TRUE
1104,WE_Vol35_1906_Issue9_026_UINTAH_STAKE.txt,Uintah Stake,Unknown,Article,35,1906,9,2,Relief Society Conference Reports,98,TRUE
1439,WE_Vol37_1908_Issue5_016_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,"ANNIE MARIA ALLEN,",Relief Society Report,37,1908,5,2,Relief Society Conference Reports,97.9,TRUE
1872,WE_Vol39_1910_Issue3_023_YELLOWSTONE_STAKE.txt,YELLOWSTONE STAKE.,"MARY E. BROWER,",Article,39,1910,3,2,Relief Society Conference Reports,97.6,TRUE
2214,WE_Vol40_1911_Issue6_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,WOMAN’S EXPONENT,Relief Society Report,40,1911,6,2,Relief Society Conference Reports,97.5,TRUE
693,WE_Vol34_1905_Issue10_023_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,34,1905,10,2,Relief Society Conference Reports,97.4,TRUE
1622,WE_Vol38_1909_Issue3_017_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,38,1909,3,2,Relief Society Conference Reports,97.3,TRUE
729,WE_Vol34_1905_Issue4_005_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,34,1905,4,2,Relief Society Conference Reports,97.1,TRUE
1440,WE_Vol37_1908_Issue5_017_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,37,1908,5,2,Relief Society Conference Reports,97.1,TRUE
2400,WE_Vol41_1912_Issue2_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,41,1912,2,2,Relief Society Conference Reports,97,TRUE
1498,WE_Vol37_1908_Issue7_023_RELIEF_SOCIETY_REPORT.txt,RELIEF SOCIETY REPORT.,"MARGARET W. MANNING,",Relief Society Report,37,1908,7,2,Relief Society Conference Reports,96.9,TRUE
2114,WE_Vol40_1911_Issue2_022_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,40,1911,2,2,Relief Society Conference Reports,96.9,TRUE
912,WE_Vol35_1906_Issue2_019_UINTAH_STAKE.txt,Uintah Stake,Unknown,Article,35,1906,2,2,Relief Society Conference Reports,96.8,TRUE
176,WE_Vol32_1903_Issue4_008_REPORT_FROM_TOOELE_STAKE.txt,REPORT FROM TOOELE STAKE.,Unknown,Article,32,1903,4,2,Relief Society Conference Reports,96.7,TRUE
1556,WE_Vol38_1909_Issue1_026_R_S_REPORTS_2.txt,R. S. REPORTS.,Unknown,Relief Society Report,38,1909,1,2,Relief Society Conference Reports,96.7,TRUE
1118,WE_Vol36_1907_Issue1_008_R_S_EEPORTS.txt,R. S. EEPORTS.,Unknown,Article,36,1907,1,2,Relief Society Conference Reports,96.5,TRUE
2019,WE_Vol39_1910_Issue9_006_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,39,1910,9,2,Relief Society Conference Reports,96.1,TRUE
1938,WE_Vol39_1910_Issue6_007_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,"LIZZIE ROBBINS,",Relief Society Report,39,1910,6,2,Relief Society Conference Reports,96,TRUE
714,WE_Vol34_1905_Issue2_020_PANGUITCH_STAKE.txt,PANGUITCH STAKE.,Unknown,Article,34,1905,2,2,Relief Society Conference Reports,95.8,TRUE
1412,WE_Vol37_1908_Issue4_013_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,37,1908,4,2,Relief Society Conference Reports,95.5,TRUE
1536,WE_Vol38_1909_Issue1_006_R_S_REPORTS.txt,R. S. REPORTS.,Unknown,Relief Society Report,38,1909,1,2,Relief Society Conference Reports,95.5,TRUE
2280,WE_Vol41_1912_Issue1_012_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,"President Mary E. Ollerton, with her",Relief Society Report,41,1912,1,2,Relief Society Conference Reports,95.1,TRUE
1202,WE_Vol36_1907_Issue4_017_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,36,1907,4,2,Relief Society Conference Reports,94.5,TRUE
346,WE_Vol33_1904_Issue1_022_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,33,1904,1,2,Relief Society Conference Reports,94.4,TRUE
662,WE_Vol34_1905_Issue1_012_R_S_REPORTS.txt,R. S. REPORTS.,Unknown,Relief Society Report,34,1905,1,2,Relief Society Conference Reports,94.4,TRUE
2542,WE_Vol41_1912_Issue8_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,WOMAN’S EXPONENT,Relief Society Report,41,1912,8,2,Relief Society Conference Reports,94.1,TRUE
1982,WE_Vol39_1910_Issue7_023_MALAD_STAKE.txt,Malad Stake,Unknown,Article,39,1910,7,2,Relief Society Conference Reports,93.9,TRUE
263,WE_Vol32_1903_Issue7_011_R_S_REPORTS.txt,"R. S, REPORTS.",WOMAN’S EXPONENT,Article,32,1903,7,2,Relief Society Conference Reports,93.7,TRUE
2401,WE_Vol41_1912_Issue2_020_NEBO_STAKE.txt,Nebo Stake,Unknown,Article,41,1912,2,2,Relief Society Conference Reports,93.5,TRUE
1621,WE_Vol38_1909_Issue3_016_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,FORTHILDA FUNK,Relief Society Report,38,1909,3,2,Relief Society Conference Reports,93.4,TRUE
160,WE_Vol32_1903_Issue2_051_BANNOCK_STAKE_2.txt,BANNOCK STAKE.,Unknown,Article,32,1903,2,2,Relief Society Conference Reports,92.9,TRUE
31,WE_Vol32_1903_Issue1_031_R_S_REPORTS.txt,R. S. REPORTS.,Unknown,Relief Society Report,32,1903,1,2,Relief Society Conference Reports,92.7,TRUE
865,WE_Vol34_1905_Issue9_024_IOSEPA_SKULL_VALLEY.txt,"IOSEPA, SKULL VALLEY.",Unknown,Article,34,1905,9,2,Relief Society Conference Reports,92.4,TRUE
2475,WE_Vol41_1912_Issue5_017_NEBO_STAKE.txt,Nebo Stake,"JULIA SABIN,",Article,41,1912,5,2,Relief Society Conference Reports,91.9,TRUE
349,WE_Vol33_1904_Issue1_025_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,33,1904,1,2,Relief Society Conference Reports,91.8,TRUE
859,WE_Vol34_1905_Issue9_018_NEBO_STAKE.txt,NEBO STAKE.,Unknown,Article,34,1905,9,2,Relief Society Conference Reports,91.8,TRUE
1441,WE_Vol37_1908_Issue5_018_NEBO_STAKE.txt,NEBO STAKE.,Unknown,Article,37,1908,5,2,Relief Society Conference Reports,91.6,TRUE
1707,WE_Vol38_1909_Issue6_023_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,38,1909,6,2,Relief Society Conference Reports,91,TRUE
1115,WE_Vol36_1907_Issue1_005_RELIEF_SOCIETY_REPORT.txt,RELIEF SOCIETY REPORT.,"ELIZA A. HAWKINS,",Relief Society Report,36,1907,1,2,Relief Society Conference Reports,90.6,TRUE
347,WE_Vol33_1904_Issue1_023_MALAD_STAKE.txt,MALAD STAKE.,Unknown,Article,33,1904,1,2,Relief Society Conference Reports,90.4,TRUE
