word,comparison,period_a,period_b,prt,apd,jsd,n_a,n_b
family,1872-1890 vs 1940-1949,1872-1890,1940-1949,0.1784738302230835,0.1774726510047912,0.0382350934848264,250,250
family,1872-1890 vs 1950-1970,1872-1890,1950-1970,0.1844828724861145,0.1848537325859069,0.0670083481770002,250,250
family,1891-1914 vs 1915-1929,1891-1914,1915-1929,0.1754341125488281,0.1763713955879211,0.0152089437609124,250,250
family,1891-1914 vs 1930-1939,1891-1914,1930-1939,0.1753982901573181,0.1755658388137817,0.067567229090873,250,250
family,1891-1914 vs 1940-1949,1891-1914,1940-1949,0.1771331429481506,0.1776748299598693,0.0383528200266987,250,250
family,1891-1914 vs 1950-1970,1891-1914,1950-1970,0.1827807426452636,0.1849395632743835,0.0614477993516353,250,250
family,1915-1929 vs 1930-1939,1915-1929,1930-1939,0.1747389435768127,0.1738463044166565,0.0347942646209831,250,250
family,1915-1929 vs 1940-1949,1915-1929,1940-1949,0.1767608523368835,0.1761959195137024,0.0096424665797735,250,250
family,1915-1929 vs 1950-1970,1915-1929,1950-1970,0.1828812360763549,0.1837116479873657,0.0395952661762615,250,250
family,1930-1939 vs 1940-1949,1930-1939,1940-1949,0.173459768295288,0.1744519472122192,0.0119355469212268,250,250
family,1930-1939 vs 1950-1970,1930-1939,1950-1970,0.1777467727661132,0.1799752116203308,0.0306412792850163,250,250
family,1940-1949 vs 1950-1970,1940-1949,1950-1970,0.1807367205619812,0.1825593709945678,0.0228098527788545,250,250
war,1872-1890 vs 1891-1914,1872-1890,1891-1914,0.17891925573349,0.18171226978302002,0.013878092920920522,250,250
war,1872-1890 vs 1915-1929,1872-1890,1915-1929,0.18116050958633423,0.1801013946533203,0.036958326994102786,250,249
war,1872-1890 vs 1930-1939,1872-1890,1930-1939,0.18002986907958984,0.1819615364074707,0.02257897878087193,250,250
war,1872-1890 vs 1940-1949,1872-1890,1940-1949,0.1852070689201355,0.18555939197540283,0.045583613679920906,250,250
war,1872-1890 vs 1950-1970,1872-1890,1950-1970,0.18206000328063965,0.18297845125198364,0.010849793141253568,250,250
war,1891-1914 vs 1915-1929,1891-1914,1915-1929,0.17220473289489746,0.17042863368988037,0.04856603148752114,250,249
war,1891-1914 vs 1930-1939,1891-1914,1930-1939,0.17233240604400635,0.17382538318634033,0.026975145265758747,250,250
war,1891-1914 vs 1940-1949,1891-1914,1940-1949,0.1766510009765625,0.1763683557510376,0.06608155753160758,250,250
war,1891-1914 vs 1950-1970,1891-1914,1950-1970,0.17414242029190063,0.17475742101669312,0.018309319836704092,250,250
war,1915-1929 vs 1930-1939,1915-1929,1930-1939,0.1701343059539795,0.17078173160552979,0.010284343081737212,249,250
war,1915-1929 vs 1940-1949,1915-1929,1940-1949,0.16878825426101685,0.16810965538024902,0.005791703546722749,249,250
war,1915-1929 vs 1950-1970,1915-1929,1950-1970,0.17359209060668945,0.17314040660858154,0.01789100667255387,249,250
war,1930-1939 vs 1940-1949,1930-1939,1940-1949,0.17305916547775269,0.17305314540863037,0.020401495062884765,250,250
war,1930-1939 vs 1950-1970,1930-1939,1950-1970,0.17284458875656128,0.17261016368865967,0.007270798004455556,250,250
war,1940-1949 vs 1950-1970,1940-1949,1950-1970,0.17669200897216797,0.17651307582855225,0.02042563689853323,250,250
lesson,1872-1890 vs 1891-1914,1872-1890,1891-1914,0.21166276931762695,0.21504127979278564,0.2989345261911994,242,250
lesson,1872-1890 vs 1915-1929,1872-1890,1915-1929,0.21211355924606323,0.21378546953201294,0.30053703788419395,242,250
lesson,1872-1890 vs 1930-1939,1872-1890,1930-1939,0.22199982404708862,0.2240402102470398,0.4233003027044984,242,250
lesson,1872-1890 vs 1940-1949,1872-1890,1940-1949,0.2344493865966797,0.2385096549987793,0.5166084162046627,242,250
lesson,1872-1890 vs 1950-1970,1872-1890,1950-1970,0.2443501353263855,0.24593883752822876,0.5255843338879758,242,250
lesson,1891-1914 vs 1915-1929,1891-1914,1915-1929,0.20885086059570312,0.20912444591522217,0.08195861022154116,250,250
lesson,1891-1914 vs 1930-1939,1891-1914,1930-1939,0.2146899700164795,0.21435362100601196,0.18090279505907247,250,250
lesson,1891-1914 vs 1940-1949,1891-1914,1940-1949,0.21867167949676514,0.22004562616348267,0.15476104076285402,250,250
lesson,1891-1914 vs 1950-1970,1891-1914,1950-1970,0.224756121635437,0.22497111558914185,0.09941121078932205,250,250
lesson,1915-1929 vs 1930-1939,1915-1929,1930-1939,0.20382708311080933,0.20335054397583008,0.08128509654326965,250,250
lesson,1915-1929 vs 1940-1949,1915-1929,1940-1949,0.2105271816253662,0.21118611097335815,0.08384038220539256,250,250
lesson,1915-1929 vs 1950-1970,1915-1929,1950-1970,0.219882071018219,0.21916037797927856,0.09863309035195181,250,250
lesson,1930-1939 vs 1940-1949,1930-1939,1940-1949,0.20166784524917603,0.20066195726394653,0.02326521949506961,250,250
lesson,1930-1939 vs 1950-1970,1930-1939,1950-1970,0.216303288936615,0.21474802494049072,0.14344212373489085,250,250
lesson,1940-1949 vs 1950-1970,1940-1949,1950-1970,0.2161574363708496,0.2160947322845459,0.06654571235750406,250,250
temple,1872-1890 vs 1891-1914,1872-1890,1891-1914,0.21758419275283813,0.22113966941833496,0.04934866333732184,247,250
temple,1872-1890 vs 1915-1929,1872-1890,1915-1929,0.22829550504684448,0.22924667596817017,0.15413852251187143,247,249
temple,1872-1890 vs 1930-1939,1872-1890,1930-1939,0.23379719257354736,0.23343276977539062,0.15399405638995828,247,250
temple,1872-1890 vs 1940-1949,1872-1890,1940-1949,0.23156893253326416,0.23483389616012573,0.09289983375032165,247,249
temple,1872-1890 vs 1950-1970,1872-1890,1950-1970,0.22774845361709595,0.2293156385421753,0.15047140724821068,247,250
temple,1891-1914 vs 1915-1929,1891-1914,1915-1929,0.1957269310951233,0.19517546892166138,0.043414327258229725,250,249
temple,1891-1914 vs 1930-1939,1891-1914,1930-1939,0.20468199253082275,0.20282727479934692,0.11354011112700824,250,250
temple,1891-1914 vs 1940-1949,1891-1914,1940-1949,0.20643234252929688,0.20749568939208984,0.11092108484016527,250,249
temple,1891-1914 vs 1950-1970,1891-1914,1950-1970,0.19753217697143555,0.19746893644332886,0.1263836557767754,250,250
temple,1915-1929 vs 1930-1939,1915-1929,1930-1939,0.21036887168884277,0.21112263202667236,0.08250423991656905,249,250
temple,1915-1929 vs 1940-1949,1915-1929,1940-1949,0.2131449580192566,0.21578270196914673,0.1248475689877532,249,249
temple,1915-1929 vs 1950-1970,1915-1929,1950-1970,0.2047722339630127,0.20717597007751465,0.11386375271506449,249,250
temple,1930-1939 vs 1940-1949,1930-1939,1940-1949,0.21265846490859985,0.214241623878479,0.02800179282533896,250,249
temple,1930-1939 vs 1950-1970,1930-1939,1950-1970,0.20638173818588257,0.20674103498458862,0.006954728150566931,250,250
temple,1940-1949 vs 1950-1970,1940-1949,1950-1970,0.20758390426635742,0.20726913213729858,0.03575197344340969,249,250
priesthood,1872-1890 vs 1891-1914,1872-1890,1891-1914,0.17890673875808716,0.1783040165901184,0.01050055258703593,250,250
priesthood,1872-1890 vs 1915-1929,1872-1890,1915-1929,0.18537336587905884,0.1826176643371582,0.06817196657711626,250,250
priesthood,1872-1890 vs 1930-1939,1872-1890,1930-1939,0.18362730741500854,0.18282955884933472,0.06972629420072629,250,250
priesthood,1872-1890 vs 1940-1949,1872-1890,1940-1949,0.19338232278823853,0.1911987066268921,0.10097921189430015,250,250
priesthood,1872-1890 vs 1950-1970,1872-1890,1950-1970,0.19156557321548462,0.19007039070129395,0.08978887454562641,250,250
priesthood,1891-1914 vs 1915-1929,1891-1914,1915-1929,0.1879183053970337,0.18641364574432373,0.06344433474676,250,250
priesthood,1891-1914 vs 1930-1939,1891-1914,1930-1939,0.1859891414642334,0.1868094801902771,0.07595482271425905,250,250
priesthood,1891-1914 vs 1940-1949,1891-1914,1940-1949,0.19390541315078735,0.19259899854660034,0.08480616700865315,250,250
priesthood,1891-1914 vs 1950-1970,1891-1914,1950-1970,0.19251257181167603,0.19230437278747559,0.08262252039883788,250,250
priesthood,1915-1929 vs 1930-1939,1915-1929,1930-1939,0.1868603229522705,0.18898576498031616,0.017141149005493655,250,250
priesthood,1915-1929 vs 1940-1949,1915-1929,1940-1949,0.19674694538116455,0.19689500331878662,0.026325015001405425,250,250
priesthood,1915-1929 vs 1950-1970,1915-1929,1950-1970,0.1953868865966797,0.1965036392211914,0.0321326438730585,250,250
priesthood,1930-1939 vs 1940-1949,1930-1939,1940-1949,0.19156122207641602,0.19027841091156006,0.01571212639252149,250,250
priesthood,1930-1939 vs 1950-1970,1930-1939,1950-1970,0.19046276807785034,0.1902567744255066,0.00988806826561944,250,250
priesthood,1940-1949 vs 1950-1970,1940-1949,1950-1970,0.19903713464736938,0.197770893573761,0.003657453957415943,250,250
