topic_num,topic_label,proportion,doc_id,filename,Title,Author,Article_Type,volume,year,month,corpus,publication,proportion_pct
1,Topic 1: Advertisements,0.9906082656002173,4593,December_Vol9_03_Article_General_Procession_James_H._Anderson.txt,General Procession James H. Anderson,James H. Anderson,Article,Vol9,1922,December,Relief_Society_Magazine,Relief Society Magazine,99.06
1,Topic 1: Advertisements,0.9905881465602954,4589,August_Vol9_Misc_front_matter.txt,matter,Menus Jeanette A. Hyde,Article,Vol9,1922,August,Relief_Society_Magazine,Relief Society Magazine,99.06
1,Topic 1: Advertisements,0.9903734264919773,3209,December_Vol3_Misc.txt,December Vol3 Misc,,Misc,Vol3,1916,December,Relief_Society_Magazine,Relief Society Magazine,99.04
1,Topic 1: Advertisements,0.9900931137495405,4550,September_Vol8_Misc.txt,September Vol8 Misc,,Misc,Vol8,1921,September,Relief_Society_Magazine,Relief Society Magazine,99.01
1,Topic 1: Advertisements,0.9885954348766122,3475,February_Vol4_Misc.txt,February Vol4 Misc,,Misc,Vol4,1917,February,Relief_Society_Magazine,Relief Society Magazine,98.86
1,Topic 1: Advertisements,0.9884682103476699,2695,V1_1914_Oct_08_Notice_Notices.txt,Notices,,Article,Vol1,1914,October,Relief_Society_Magazine,Relief Society Magazine,98.85
1,Topic 1: Advertisements,0.9882478300021077,3083,March_Vol2_Misc.txt,March Vol2 Misc,,Misc,Vol2,1915,March,Relief_Society_Magazine,Relief Society Magazine,98.82
1,Topic 1: Advertisements,0.9882370876602524,2684,V1_1914_Nov_08_Notice_Notices.txt,Notices,,Article,Vol1,1914,November,Relief_Society_Magazine,Relief Society Magazine,98.82
1,Topic 1: Advertisements,0.9880956986298632,4624,February_Vol9_Misc_front_matter.txt,matter,,Article,Vol9,1922,February,Relief_Society_Magazine,Relief Society Magazine,98.81
1,Topic 1: Advertisements,0.9879168789993794,2624,V1_1914_Jan_00_Misc.txt,V1 1914 Jan 00 Misc,,Misc,Vol1,1914,January,Relief_Society_Magazine,Relief Society Magazine,98.79
2,Topic 2: Relief Society Meeting Reports,0.9932622057834753,717,WE_Vol34_1905_Issue2_023_BOX_ELDER_STAKE.txt,BOX ELDER STAKE.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,99.33
2,Topic 2: Relief Society Meeting Reports,0.9891094611877415,1412,WE_Vol37_1908_Issue4_013_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,Vol37,1908,WE,Womans_Exponent,Woman's Exponent,98.91
2,Topic 2: Relief Society Meeting Reports,0.9881058477656457,2401,WE_Vol41_1912_Issue2_020_NEBO_STAKE.txt,Nebo Stake,Unknown,Article,Vol41,1912,WE,Womans_Exponent,Woman's Exponent,98.81
2,Topic 2: Relief Society Meeting Reports,0.9875027082544042,552,WE_Vol33_1904_Issue7_023_BOX_ELDER.txt,BOX ELDER.,Unknown,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,98.75
2,Topic 2: Relief Society Meeting Reports,0.9872326015040139,1077,WE_Vol35_1906_Issue8_024_ONEIDA_STHKE.txt,ONEIDA STHKE.,Unknown,Article,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,98.72
2,Topic 2: Relief Society Meeting Reports,0.9868315548931744,482,WE_Vol33_1904_Issue3_051_LIBERTY_STAKE.txt,LIBERTY STAKE.,WOMAN’S EXPONENT,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,98.68
2,Topic 2: Relief Society Meeting Reports,0.9862190906810001,1817,WE_Vol39_1910_Issue1_024_R_S_REPORTS_2.txt,R. S. REPORTS.,Unknown,Relief Society Report,Vol39,1910,WE,Womans_Exponent,Woman's Exponent,98.62
2,Topic 2: Relief Society Meeting Reports,0.9859902059052401,662,WE_Vol34_1905_Issue1_012_R_S_REPORTS.txt,R. S. REPORTS.,Unknown,Relief Society Report,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,98.6
2,Topic 2: Relief Society Meeting Reports,0.9844898210122293,1037,WE_Vol35_1906_Issue7_009_RELIEF_SOCIETY_REPORT.txt,RELIEF SOCIETY REPORT.,"EMMA VANCE,",Relief Society Report,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,98.45
2,Topic 2: Relief Society Meeting Reports,0.9844018965146667,346,WE_Vol33_1904_Issue1_022_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,98.44
2,Topic 2: Relief Society Meeting Reports,0.9843082842903588,1175,WE_Vol36_1907_Issue3_021_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,Vol36,1907,WE,Womans_Exponent,Woman's Exponent,98.43
2,Topic 2: Relief Society Meeting Reports,0.9831308262017481,2400,WE_Vol41_1912_Issue2_019_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,Vol41,1912,WE,Womans_Exponent,Woman's Exponent,98.31
2,Topic 2: Relief Society Meeting Reports,0.9830778067218343,948,WE_Vol35_1906_Issue4_009_VISITS_OF_MISSIONARIES.txt,VISITS OF MISSIONARIES.,Unknown,Article,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,98.31
2,Topic 2: Relief Society Meeting Reports,0.9827159636801546,1104,WE_Vol35_1906_Issue9_026_UINTAH_STAKE.txt,Uintah Stake,Unknown,Article,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,98.27
2,Topic 2: Relief Society Meeting Reports,0.9822511669333959,1679,WE_Vol38_1909_Issue5_021_R_S_REPORT.txt,R. S. REPORT,"ELIZA A. HAWKINS,",Relief Society Report,Vol38,1909,WE,Womans_Exponent,Woman's Exponent,98.23
2,Topic 2: Relief Society Meeting Reports,0.9819739517599572,1440,WE_Vol37_1908_Issue5_017_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,Vol37,1908,WE,Womans_Exponent,Woman's Exponent,98.2
2,Topic 2: Relief Society Meeting Reports,0.9812199017808799,1623,WE_Vol38_1909_Issue3_018_YELLOWSTONE_STAKE.txt,YELLOWSTONE STAKE.,"MARY E. BROWER,",Article,Vol38,1909,WE,Womans_Exponent,Woman's Exponent,98.12
2,Topic 2: Relief Society Meeting Reports,0.9795191254027957,912,WE_Vol35_1906_Issue2_019_UINTAH_STAKE.txt,Uintah Stake,Unknown,Article,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,97.95
2,Topic 2: Relief Society Meeting Reports,0.9794937446180055,263,WE_Vol32_1903_Issue7_011_R_S_REPORTS.txt,"R. S, REPORTS.",WOMAN’S EXPONENT,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.95
2,Topic 2: Relief Society Meeting Reports,0.9791623053873778,1707,WE_Vol38_1909_Issue6_023_LIBERTY_STAKE.txt,LIBERTY STAKE.,Unknown,Article,Vol38,1909,WE,Womans_Exponent,Woman's Exponent,97.92
2,Topic 2: Relief Society Meeting Reports,0.9781515047587147,729,WE_Vol34_1905_Issue4_005_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,97.82
2,Topic 2: Relief Society Meeting Reports,0.9779369900565709,861,WE_Vol34_1905_Issue9_020_UINTAH_STAKE.txt,UINTAH STAKE.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,97.79
2,Topic 2: Relief Society Meeting Reports,0.9775162991105387,1709,WE_Vol38_1909_Issue6_025_SNOWFLAKE_STAKE.txt,SNOWFLAKE STAKE.,WOMAN’S EXPONENT,Article,Vol38,1909,WE,Womans_Exponent,Woman's Exponent,97.75
2,Topic 2: Relief Society Meeting Reports,0.9772391263793974,2474,WE_Vol41_1912_Issue5_016_ONEIDA_STAKE.txt,Oneida Stake,Unknown,Article,Vol41,1912,WE,Womans_Exponent,Woman's Exponent,97.72
2,Topic 2: Relief Society Meeting Reports,0.9770351486584876,1982,WE_Vol39_1910_Issue7_023_MALAD_STAKE.txt,Malad Stake,Unknown,Article,Vol39,1910,WE,Womans_Exponent,Woman's Exponent,97.7
3,Topic 3: Relief Society Leadership & Organization,0.9881543469453155,4450,June_Vol8_05_Article_Relief_Society_Annual_Report_Amy_Brown_Lyman.txt,Relief Society Annual Report Amy Brown Lyman,,Article,Vol8,1921,June,Relief_Society_Magazine,Relief Society Magazine,98.82
3,Topic 3: Relief Society Leadership & Organization,0.9812167784828105,4333,September_Vol7_12_Article_The_Official_Round_Table.txt,The Official Round Table,,Article,Vol7,1920,September,Relief_Society_Magazine,Relief Society Magazine,98.12
3,Topic 3: Relief Society Leadership & Organization,0.973914873587925,3319,May_Vol3_07_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,,Notes from Field,Vol3,1916,May,Relief_Society_Magazine,Relief Society Magazine,97.39
3,Topic 3: Relief Society Leadership & Organization,0.9633159786645943,3414,August_Vol4_05_Article_Red_Cross_Work_in_the_Relief_Society.txt,Red Cross Work in the Relief Society,Relief Society,Article,Vol4,1917,August,Relief_Society_Magazine,Relief Society Magazine,96.33
3,Topic 3: Relief Society Leadership & Organization,0.9606815694298451,2707,Vol1_1914_QC_Report.txt,NA,,Unknown,Vol1,1914,Vol,Relief_Society_Magazine,Relief Society Magazine,96.07
3,Topic 3: Relief Society Leadership & Organization,0.9599966609257164,3473,February_Vol4_17_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol4,1917,February,Relief_Society_Magazine,Relief Society Magazine,96
3,Topic 3: Relief Society Leadership & Organization,0.9597022849482665,3346,November_Vol3_10_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol3,1916,November,Relief_Society_Magazine,Relief Society Magazine,95.97
3,Topic 3: Relief Society Leadership & Organization,0.9425728895582652,2917,October_Vol10_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol10,1923,October,Relief_Society_Magazine,Relief Society Magazine,94.26
3,Topic 3: Relief Society Leadership & Organization,0.9321572582032852,3019,January_Vol2_07_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,Amy Brown Lyman,Notes from Field,Vol2,1915,January,Relief_Society_Magazine,Relief Society Magazine,93.22
3,Topic 3: Relief Society Leadership & Organization,0.9300126284418071,4251,June_Vol7_09_Guide_Lessons_Guide_Lesson_Suggestions_for_July.txt,Guide Lesson Suggestions for July,,Guide,Vol7,1920,June,Relief_Society_Magazine,Relief Society Magazine,93
3,Topic 3: Relief Society Leadership & Organization,0.9273136190673278,3122,October_Vol2_03c_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,Amy B. Lyman,Notes from Field,Vol2,1915,October,Relief_Society_Magazine,Relief Society Magazine,92.73
3,Topic 3: Relief Society Leadership & Organization,0.9273044279731528,3836,November_Vol5_08_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol5,1918,November,Relief_Society_Magazine,Relief Society Magazine,92.73
3,Topic 3: Relief Society Leadership & Organization,0.9151246108332345,2790,January_Vol10_10_Article_President_Clarissa_S._Williams_Visits_Mexico.txt,President Clarissa S. Williams Visits Mexico,,Article,Vol10,1923,January,Relief_Society_Magazine,Relief Society Magazine,91.51
3,Topic 3: Relief Society Leadership & Organization,0.9142521974166165,2936,September_Vol10_06c_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,,Notes from Field,Vol10,1923,September,Relief_Society_Magazine,Relief Society Magazine,91.43
3,Topic 3: Relief Society Leadership & Organization,0.9071702353056196,2794,January_Vol10_14_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol10,1923,January,Relief_Society_Magazine,Relief Society Magazine,90.72
3,Topic 3: Relief Society Leadership & Organization,0.9016475694012712,3852,October_Vol5_08_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol5,1918,October,Relief_Society_Magazine,Relief Society Magazine,90.16
3,Topic 3: Relief Society Leadership & Organization,0.9014922900156197,3399,April_Vol4_06_Home_Science_Home_Science_Department_Janette_A._Hyde.txt,Home Science Department Janette A. Hyde,Janette A. Hyde,Home,Vol4,1917,April,Relief_Society_Magazine,Relief Society Magazine,90.15
3,Topic 3: Relief Society Leadership & Organization,0.8952924814693716,3796,March_Vol5_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol5,1918,March,Relief_Society_Magazine,Relief Society Magazine,89.53
3,Topic 3: Relief Society Leadership & Organization,0.8934914651574261,3143,September_Vol2_04b_Notes_from_Field_Genealogical_Classes_for_the_Relief_Society_Conference.txt,from Field Genealogical Classes for the Relief Society Conference,,Notes from Field,Vol2,1915,September,Relief_Society_Magazine,Relief Society Magazine,89.35
3,Topic 3: Relief Society Leadership & Organization,0.8910929975385717,4641,January_Vol9_16_Article_Week's_Study_in_the_Brigham_Young_University.txt,Week's Study in the Brigham Young University,,Article,Vol9,1922,January,Relief_Society_Magazine,Relief Society Magazine,89.11
3,Topic 3: Relief Society Leadership & Organization,0.8900124203384888,3125,October_Vol2_05_Notes_from_Field_Notes_from_the_Field_Amy_B._Lyman.txt,from Field Notes from the Field Amy B. Lyman,,Notes from Field,Vol2,1915,October,Relief_Society_Magazine,Relief Society Magazine,89
3,Topic 3: Relief Society Leadership & Organization,0.8854880003347999,3463,February_Vol4_10_Article_Too_Busy_Mrs._Parley_Nelson.txt,Too Busy Mrs. Parley Nelson,Mrs. Parley Nelson,Article,Vol4,1917,February,Relief_Society_Magazine,Relief Society Magazine,88.55
3,Topic 3: Relief Society Leadership & Organization,0.8824882157326454,2658,V1_1914_Mar_07_Art_Officers_Meeting_at_Conference.txt,Officers' Meeting at Conference,,Article,Vol1,1914,March,Relief_Society_Magazine,Relief Society Magazine,88.25
3,Topic 3: Relief Society Leadership & Organization,0.882398865763486,2767,February_Vol10_09a_Notes_from_Field_Notes_From_the_Field.txt,from Field Notes From the Field,Amy Brown Lyman,Notes from Field,Vol10,1923,February,Relief_Society_Magazine,Relief Society Magazine,88.24
3,Topic 3: Relief Society Leadership & Organization,0.8793815465233361,2971,August_Vol2_10_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,,Notes from Field,Vol2,1915,August,Relief_Society_Magazine,Relief Society Magazine,87.94
4,Topic 4: Household Management & Budgeting,0.9960830400208203,3259,July_Vol3_08_Article_Crochet_Centerpiece_Isabel_Whitney_Sears.txt,Crochet Centerpiece Isabel Whitney Sears,,Article,Vol3,1916,July,Relief_Society_Magazine,Relief Society Magazine,99.61
4,Topic 4: Household Management & Budgeting,0.9953737396082554,4330,September_Vol7_09_Article_Care_of_Clothing.txt,Care of Clothing,,Article,Vol7,1920,September,Relief_Society_Magazine,Relief Society Magazine,99.54
4,Topic 4: Household Management & Budgeting,0.9945033739442499,3321,May_Vol3_09_Article_Crocheted_Yoke_Isabel_Whitney_Sears.txt,Crocheted Yoke Isabel Whitney Sears,,Article,Vol3,1916,May,Relief_Society_Magazine,Relief Society Magazine,99.45
4,Topic 4: Household Management & Budgeting,0.9937316369129335,3991,July_Vol6_13_Construction_and_Reconstruction_in_the_Home.txt,and Reconstruction in the Home,,Article,Vol6,1919,July,Relief_Society_Magazine,Relief Society Magazine,99.37
4,Topic 4: Household Management & Budgeting,0.9933638878583689,3642,April_Vol5_10_Article_War_Economy_in_Clothes.txt,War Economy in Clothes,,Article,Vol5,1918,April,Relief_Society_Magazine,Relief Society Magazine,99.34
4,Topic 4: Household Management & Budgeting,0.9923406353859379,3890,April_Vol6_06_Construction_and_Reconstruction_in_the_Home._._Janette_A._Hy.txt,and Reconstruction in the Home. . Janette A. Hy,,Article,Vol6,1919,April,Relief_Society_Magazine,Relief Society Magazine,99.23
4,Topic 4: Household Management & Budgeting,0.9900944573138666,4013,June_Vol6_16_Construction_and_Reconstruction_in_the_Home.txt,and Reconstruction in the Home,,Article,Vol6,1919,June,Relief_Society_Magazine,Relief Society Magazine,99.01
4,Topic 4: Household Management & Budgeting,0.989583609872069,4105,October_Vol6_16_Construction_and_Reconstruction_in_the_Home.txt,and Reconstruction in the Home,,Article,Vol6,1919,October,Relief_Society_Magazine,Relief Society Magazine,98.96
4,Topic 4: Household Management & Budgeting,0.98662063126072,4258,March_Vol7_05_Article_Home_Problems_Jennette_A._Hyde.txt,Home Problems Jennette A. Hyde,,Article,Vol7,1920,March,Relief_Society_Magazine,Relief Society Magazine,98.66
4,Topic 4: Household Management & Budgeting,0.9853944143320745,4012,June_Vol6_15b_Home_Science_Construction_and_Reconstruction_in_the_Home.txt,Construction and Reconstruction in the Home,,Home,Vol6,1919,June,Relief_Society_Magazine,Relief Society Magazine,98.54
4,Topic 4: Household Management & Budgeting,0.9770065172680638,4035,March_Vol6_11_Construction_and_Reconstruction_in_the_Home._._Janette_A._Hy.txt,and Reconstruction in the Home. . Janette A. Hy,,Article,Vol6,1919,March,Relief_Society_Magazine,Relief Society Magazine,97.7
4,Topic 4: Household Management & Budgeting,0.9754497870460949,391,WE_Vol33_1904_Issue11_031_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,97.54
4,Topic 4: Household Management & Budgeting,0.9734422456966771,580,WE_Vol33_1904_Issue8_025_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,97.34
4,Topic 4: Household Management & Budgeting,0.9729713762488964,61,WE_Vol32_1903_Issue10_025_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.3
4,Topic 4: Household Management & Budgeting,0.9729713762488964,85,WE_Vol32_1903_Issue11_023_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.3
4,Topic 4: Household Management & Budgeting,0.9729713762488964,322,WE_Vol32_1903_Issue8_051_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.3
4,Topic 4: Household Management & Budgeting,0.9725048193842603,770,WE_Vol34_1905_Issue5_019_COLUMN_1_R_K_THOMAS_DRY_GOODS_CO.txt,[Column 1]				R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,97.25
4,Topic 4: Household Management & Budgeting,0.9718327214505768,838,WE_Vol34_1905_Issue8_019_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,97.18
4,Topic 4: Household Management & Budgeting,0.9718227836816821,818,WE_Vol34_1905_Issue7_025_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol34,1905,WE,Womans_Exponent,Woman's Exponent,97.18
4,Topic 4: Household Management & Budgeting,0.9712352599013024,215,WE_Vol32_1903_Issue5_017_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.12
4,Topic 4: Household Management & Budgeting,0.971229299249667,3942,February_Vol6_15_Construction_and_Reconstruction_in_the_Home_Jannette_A._Hyde.txt,and Reconstruction in the Home Jannette A. Hyde,,Article,Vol6,1919,February,Relief_Society_Magazine,Relief Society Magazine,97.12
4,Topic 4: Household Management & Budgeting,0.9711954333674527,33,WE_Vol32_1903_Issue1_033_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,97.12
4,Topic 4: Household Management & Budgeting,0.9707964712334146,892,WE_Vol35_1906_Issue1_019_R_K_THOMAS_DRY_GOODS_CO.txt,R. K. THOMAS DRY GOODS CO.,Unknown,Article,Vol35,1906,WE,Womans_Exponent,Woman's Exponent,97.08
4,Topic 4: Household Management & Budgeting,0.9705132679595055,649,WE_Vol33_1904_Issue9_066_TRY_US.txt,TRY US,Unknown,Article,Vol33,1904,WE,Womans_Exponent,Woman's Exponent,97.05
4,Topic 4: Household Management & Budgeting,0.9697842001986791,166,WE_Vol32_1903_Issue2_057_DR_MARGARET_C_ROBERTS.txt,DR. MARGARET C. ROBERTS,Unknown,Article,Vol32,1903,WE,Womans_Exponent,Woman's Exponent,96.98
5,Topic 5: War News & Commentary,0.9924727646867824,3582,November_Vol4_07_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol4,1917,November,Relief_Society_Magazine,Relief Society Magazine,99.25
5,Topic 5: War News & Commentary,0.9923087287031787,3446,December_Vol4_13_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol4,1917,December,Relief_Society_Magazine,Relief Society Magazine,99.23
5,Topic 5: War News & Commentary,0.9876289043758734,3837,November_Vol5_09_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol5,1918,November,Relief_Society_Magazine,Relief Society Magazine,98.76
5,Topic 5: War News & Commentary,0.9848062220629865,4057,May_Vol6_12c_Current_Topics_On_the_Watch_Tower.txt,Topics On the Watch Tower,,Current Topics,Vol6,1919,May,Relief_Society_Magazine,Relief Society Magazine,98.48
5,Topic 5: War News & Commentary,0.9846429073239963,3969,January_Vol6_18_On_the_Watch_Tower.txt,the Watch Tower,James H. Anderson,Article,Vol6,1919,January,Relief_Society_Magazine,Relief Society Magazine,98.46
5,Topic 5: War News & Commentary,0.9825837780735706,3719,"February_Vol5_15_Editorial_Editorial_O_War,_Where_is_Our_Fear_of_Thee.txt","Editorial O War, Where is Our Fear of Thee",,Editorial,Vol5,1918,February,Relief_Society_Magazine,Relief Society Magazine,98.26
5,Topic 5: War News & Commentary,0.9824282374606431,3689,December_Vol5_11c_Current_Topics_Current_Topics.txt,Topics Current Topics,James H. Anderson,Current Topics,Vol5,1918,December,Relief_Society_Magazine,Relief Society Magazine,98.24
5,Topic 5: War News & Commentary,0.9812701234969329,3623,September_Vol4_09_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol4,1917,September,Relief_Society_Magazine,Relief Society Magazine,98.13
5,Topic 5: War News & Commentary,0.9811860879297399,3128,October_Vol2_07_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,,Current Topics,Vol2,1915,October,Relief_Society_Magazine,Relief Society Magazine,98.12
5,Topic 5: War News & Commentary,0.9807149367258411,3127,October_Vol2_06b_Current_Topics_Current_Topics.txt,Topics Current Topics,James H. Anderson,Current Topics,Vol2,1915,October,Relief_Society_Magazine,Relief Society Magazine,98.07
5,Topic 5: War News & Commentary,0.979972149505537,3531,June_Vol4_11_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol4,1917,June,Relief_Society_Magazine,Relief Society Magazine,98
5,Topic 5: War News & Commentary,0.9784812525249142,4093,October_Vol6_04g_Current_Topics_On_the_Watch_Tower.txt,Topics On the Watch Tower,,Current Topics,Vol6,1919,October,Relief_Society_Magazine,Relief Society Magazine,97.85
5,Topic 5: War News & Commentary,0.9759201316841495,4107,October_Vol6_18_On_the_Watch_Tower.txt,the Watch Tower,,Article,Vol6,1919,October,Relief_Society_Magazine,Relief Society Magazine,97.59
5,Topic 5: War News & Commentary,0.9736858656984871,3474,February_Vol4_18_Current_Topics_Current_Topics_James_H_Anderson.txt,Topics Current Topics James H Anderson,James H. Anderson,Current Topics,Vol4,1917,February,Relief_Society_Magazine,Relief Society Magazine,97.37
5,Topic 5: War News & Commentary,0.9721171920282113,3855,October_Vol5_11_Current_Topics_Current_Topics_James_H._Anderson.txt,Topics Current Topics James H. Anderson,James H. Anderson,Current Topics,Vol5,1918,October,Relief_Society_Magazine,Relief Society Magazine,97.21
