doc_id,filename,Title,Author,Article_Type,volume,year,month,corpus,publication,dominant_topic,topic_label,proportion_pct,strong_exemplar
3754,July_Vol5_02_Article_Sentiments_Emma_Schrimshaw.txt,Sentiments Emma Schrimshaw,,Article,Vol5,1918,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,83.6,TRUE
4581,August_Vol9_14_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol9,1922,August,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,83.3,TRUE
2640,V1_1914_Jul_06_Art_Notes_for_Officers.txt,Notes for Officers,,Article,Vol1,1914,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,83.1,TRUE
4722,"November_Vol9_03_Frontispiece_Bureau_of_Information,_Temple_Block_Frontispiece.txt","Bureau of Information, Temple Block Frontispiece",,Frontispiece,Vol9,1922,November,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,82.8,TRUE
4420,January_Vol8_08_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,,Notes from Field,Vol8,1921,January,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,82.7,TRUE
2814,July_Vol10_08d_Notes_from_Field_Notes_from_the_Field_a_a_a_a_a.txt,from Field Notes from the Field a a a a a,Amy Brown Lyman,Notes from Field,Vol10,1923,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,81.9,TRUE
3691,December_Vol5_13_Home_Science_Home_Science_Department.txt,Home Science Department,,Home,Vol5,1918,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,80.5,TRUE
2619,V1_1914_Feb_08_Art_Relief_Society_Convention.txt,Relief Society Convention,Amy Brown Lyman,Article,Vol1,1914,February,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,80.3,TRUE
4560,April_Vol9_09_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol9,1922,April,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,80.1,TRUE
4655,July_Vol9_07_Article_Teacher_Training.txt,Teacher Training,,Article,Vol9,1922,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,79.8,TRUE
3391,September_Vol3_16_Poem_Absence_Lucy_Burnham.txt,Absence,,Poem,Vol3,1916,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,78.5,TRUE
3761,July_Vol5_09_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol5,1918,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,78.2,TRUE
3300,March_Vol3_07_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol3,1916,March,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,78.1,TRUE
3766,June_Vol5_02a_Article_General_Conference_of_the_Relief_Society.txt,General Conference of the Relief Society,,Article,Vol5,1918,June,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,77.7,TRUE
3072,March_Vol2_10_Article_Circular_of_the_Relief_Society.txt,Circular of the Relief Society,Relief Society,Article,Vol2,1915,March,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,76.2,TRUE
2247,WE_Vol40_1911_Issue8_010_SUGGESTIONS_FOR_THE_RELIEF.txt,SUGGESTIONS FOR THE RELIEF,Unknown,Article,Vol40,1911,WE,Womans_Exponent,Woman's Exponent,3,Topic 3: Relief Society Leadership & Organization,75.7,TRUE
4367,August_Vol8_09_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol8,1921,August,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,75.3,TRUE
3264,July_Vol3_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,,Notes from Field,Vol3,1916,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,75.2,TRUE
3962,January_Vol6_11_Conservation_Cook_Book.txt,Cook Book,,Article,Vol6,1919,January,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,74.2,TRUE
4176,August_Vol7_14_Article_Official_Round_Table.txt,Official Round Table,,Article,Vol7,1920,August,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,74.2,TRUE
4654,July_Vol9_06_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol9,1922,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,74.1,TRUE
2852,March_Vol10_15a_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,Amy Brown Lyman,Notes from Field,Vol10,1923,March,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,74,TRUE
2422,WE_Vol41_1912_Issue3_011_IMPORTANT_STEP_IN_RELIEF_SOCI.txt,IMPORTANT STEP IN RELIEF SOCI-,Unknown,Article,Vol41,1912,WE,Womans_Exponent,Woman's Exponent,3,Topic 3: Relief Society Leadership & Organization,73.4,TRUE
2983,December_Vol2_03_Article_General_Conference_of_the_Relief_Society_Amy_Brown_Lyman.txt,General Conference of the Relief Society Amy Brown Lyman,Amy Brown Lyman,Article,Vol2,1915,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,73,TRUE
3873,September_Vol5_11_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol5,1918,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,73,TRUE
3056,"June_Vol2_12_Genealogy_Genealogy,.txt","Genealogy,",,Genealogy,Vol2,1915,June,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,72.9,TRUE
3193,December_Vol3_02_Article_General_Conference_of_Relief_Society_Amy_Brown_Lyman.txt,General Conference of Relief Society Amy Brown Lyman,Amy Brown Lyman,Article,Vol3,1916,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,72.1,TRUE
3307,March_Vol3_12c_Guide_Lessons_Genealogy_and_Art_a.txt,Genealogy and Art,,Guide,Vol3,1916,March,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,72,TRUE
3361,October_Vol3_07_Article_Semi-Annual_Relief_Society_Conference.txt,Semi-Annual Relief Society Conference,,Article,Vol3,1916,October,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,72,TRUE
4237,July_Vol7_09_Article_The_Official_Round_Table.txt,The Official Round Table,,Article,Vol7,1920,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,71.9,TRUE
4488,May_Vol8_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol8,1921,May,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,70.8,TRUE
4165,August_Vol7_03a_Article_Class_in_Charities_and_Relief_Work.txt,Class in Charities and Relief Work,Amy Brown Lyman,Article,Vol7,1920,August,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,70.5,TRUE
2738,August_Vol10_09b_Guide_Lessons_Work_and_Business.txt,Work and Business,,Guide,Vol10,1923,August,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,70.2,TRUE
4616,February_Vol9_14_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol9,1922,February,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,69.7,TRUE
3546,March_Vol4_12_Article_The_Relief_Society_Ward_President_Annie_Wells_Cannon.txt,The Relief Society Ward President Annie Wells Cannon,Annie Wells Cannon,Article,Vol4,1917,March,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,69.6,TRUE
4149,April_Vol7_07_Notes_from_Field_Notes_from_the_Field.txt,from Field Notes from the Field,,Notes from Field,Vol7,1920,April,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,69.4,TRUE
3145,September_Vol2_06_Notes_from_Field_Notes_from_the_Field_-_Amy_B._Lyman.txt,from Field Notes from the Field - Amy B. Lyman,Amy Brown Lyman,Notes from Field,Vol2,1915,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,69.1,TRUE
2829,"June_Vol10_01_Frontispiece_The_Sacred_Falls_of_Kaliuwaa,_Hawaii_Frontispiece.txt","The Sacred Falls of Kaliuwaa, Hawaii Frontispiece",,Frontispiece,Vol10,1923,June,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,68.8,TRUE
3009,"February_Vol2_12_Misc_Ad_The_Song_of_the_Wheat_(Music_by_Evan_Stephens,_Words_by_S._Y.txt","The Song of the Wheat (Music by Evan Stephens, Words by S. Y","Evan Stephens, Words by S. Y. G.)",Article,Vol2,1915,February,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,68.3,TRUE
3941,February_Vol6_14a_Notes_from_Field_The_Official_Round_Table.txt,from Field The Official Round Table,,Notes from Field,Vol6,1919,February,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,68.2,TRUE
4055,May_Vol6_12a_Current_Topics_The_Official_Round_Table.txt,Topics The Official Round Table,,Current Topics,Vol6,1919,May,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,68.2,TRUE
3585,November_Vol4_10_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol4,1917,November,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,67.9,TRUE
2683,V1_1914_Nov_07_Art_October_Conference.txt,October Conference,,Article,Vol1,1914,November,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,67.5,TRUE
3238,January_Vol3_10_Notes_from_Field_Notes_from_the_Field_Amy_B._Lyman.txt,from Field Notes from the Field Amy B. Lyman,,Notes from Field,Vol3,1916,January,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,67.1,TRUE
4541,September_Vol8_10_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol8,1921,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,67.1,TRUE
4774,September_Vol9_09_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol9,1922,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,66.8,TRUE
3512,July_Vol4_15_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol4,1917,July,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,66.7,TRUE
3199,December_Vol3_10a_Genealogy_Genealogical_Report_and_Preview_of_Guide_Work.txt,Genealogical Report and Preview of Guide Work,,Genealogy,Vol3,1916,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,66.5,TRUE
3239,January_Vol3_11_Article_Snowflake_Stake_History_Lulu_J._Smith.txt,Snowflake Stake History Lulu J. Smith,,Article,Vol3,1916,January,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,66.5,TRUE
4382,December_Vol8_04a_Editorial_Editorial_The_Years_Old_Age.txt,Editorial The Years Old Age,,Editorial,Vol8,1921,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,66.3,TRUE
4519,October_Vol8_06_Article_The_New_Circular.txt,The New Circular,,Article,Vol8,1921,October,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,65.8,TRUE
3435,December_Vol4_03_Article_General_Conference_of_Relief_Society_Amy_Brown_Lyman.txt,General Conference of Relief Society Amy Brown Lyman,Amy Brown Lyman,Article,Vol4,1917,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,65.6,TRUE
3737,January_Vol5_09_Article_If_We_Could_See_the_End_Annie_D._Palmer.txt,If We Could See the End Annie D. Palmer,Annie D. Palmer,Article,Vol5,1918,January,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,65.6,TRUE
4348,April_Vol8_07_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol8,1921,April,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,65.6,TRUE
4185,December_Vol7_04_Article_General_Conference_of_Relief_Society.txt,General Conference of Relief Society,Relief Society,Article,Vol7,1920,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,64.3,TRUE
3358,October_Vol3_04_Article_Notes_from_Our_Secretary_Afield_Amy_Brown_Lyman.txt,Notes from Our Secretary Afield Amy Brown Lyman,Amy Brown Lyman,Article,Vol3,1916,October,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,64.1,TRUE
4275,May_Vol7_04_Article_My_Little_Span.txt,My Little Span,,Article,Vol7,1920,May,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,63.3,TRUE
4016,June_Vol6_18_Editorial_Reconstruction.txt,Reconstruction,,Editorial,Vol6,1919,June,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,62,TRUE
3622,September_Vol4_08_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol4,1917,September,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,61.7,TRUE
4384,December_Vol8_05b_Guide_Lessons_Work_and_Business.txt,Work and Business,,Guide,Vol8,1921,December,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,61,TRUE
3604,October_Vol4_06_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,from Field Notes from the Field Amy Brown Lyman,Amy Brown Lyman,Notes from Field,Vol4,1917,October,Relief_Society_Magazine,Relief Society Magazine,3,Topic 3: Relief Society Leadership & Organization,60.9,TRUE
